"finding_id","lane","priority","status","finding_type","scope","source_inventory","source_row_key","related_ids","tracker_paths","evidence_sources","confidence","blocker_summary","next_action","notes"
"2026-06-13-instance-3009-hall-of-the-hundred-audit","Dungeon, expedition, and raid inventory","P1","open","released_world_story_scaffold_split","released world-story world 3009 Map\HalloftheHundred public event 666","content_retail_completeness_instances.csv","world_id=3009","World 3009;MatchingGameMap 103;PublicEvent 666/668/669/677/678/693/696/874/875;opening objective 4456;candidate objectives 4300/4328/4972/5001/4318/4304/4314/4322/5155","Decomp/Analysis/coverage/content_retail_completeness_instances.csv;Decomp/Analysis/coverage/content_retail_completeness_instance_dependencies.csv;Decomp/Analysis/coverage/content_retail_completeness_instance_entities.csv;Decomp/Analysis/coverage/content_retail_completeness_instance_rewards.csv","wildstar_client_mysql/World.tbl.sql;wildstar_client_mysql/PublicEvent.tbl.sql;wildstar_client_mysql/PublicEventObjective.tbl.sql;wildstar_client_mysql/TargetGroup.tbl.sql;wildstar_client_mysql/Creature2.tbl.sql;wildstar_client_mysql/MatchingGameMap.tbl.sql;Source/NexusForever.Script.Instance/WorldStory/HallOfTheHundred/HallOfTheHundredMapScript.cs;Source/NexusForever.Script.Instance/WorldStory/HallOfTheHundred/HallOfTheHundredEventScript.cs;Source/NexusForever.Game.Tests/Instances/HallOfTheHundredEventScriptTests.cs;Source/NexusForever.Game.Tests/Instances/InstanceMapBindingTests.cs","High for client IDs and PE/objective mappings; Blocked for runtime placements and playable route","Hall now has map binding and a test-backed opening public-event objective activation for objective 4456, but no reviewed world 3009 entity, entity_event, entity_script, trigger, reward, or achievement producer rows are available. Boss and interactable candidates remain mapped-only until placements and smoke evidence exist.","Locate authoritative world 3009 entity/event/trigger rows for Varegor 67457, Harizog 67444, optional bosses 71577/71173/71414, objects 72108/71617-71619/72367/72958, then promote reviewed additive seed rows and test objective credit.","Read-only Hall subagent found the placement blocker; lead kept Hall as released world-story content and not a standalone dungeon-complete claim."
"2026-06-19-q5597-prerequisite-accept-gate-review","Quest inventory/objective coverage","P0","open","tracker_refinement","quest 5597 Dregs and Thieves","content_retail_completeness_quest_prerequisites.csv","quest_id=5597;dependency_type=level;quest_faction;required_quest","Quest2 5597;preq_level 1;questPlayerFactionEnum 1 Dominion;required quest 5596;Mondo Zax 24187;QuestObjective 8256","Decomp/Analysis/coverage/content_retail_completeness_quest_prerequisites.csv;Decomp/Analysis/coverage/content_retail_completeness_next_slice_blockers.csv;Decomp/Analysis/coverage/content_retail_completeness_next_slice_queue.csv","Decomp/Analysis/coverage/content_retail_completeness_quest_prerequisites.csv;wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/Prerequisite.tbl.sql;Source/NexusForever.Game/Entity/QuestManager.cs;Source/NexusForever.Game.Tests/Quest/QuestTests.cs;Decomp/Analysis/BLOCKER_EVIDENCE_PLAN.md","Mapped prerequisite accept gates; Verified emulator unit-test coverage; Blocked retail smoke","Q5597 prerequisite rows for level 1, Dominion faction, and required quest Q5596 now cite focused QuestManager accept-path positive and denial coverage: the server accepts only with visible Mondo Zax 24187, Dominion faction, level gate satisfied, and Q5596 complete, and rejects missing Mondo, missing Q5596, wrong faction, or a low level. Q5597 remains not retail complete pending client-visible Mondo availability/dialog, denial text/UI, Q5596-to-Q5597 chain presentation, reward and achievement side effects, and live client smoke.","Keep Q5597 not retail complete; capture client/manual smoke for Mondo availability and denial behavior, Q5596-to-Q5597 chain presentation, rewards, achievements, duplicate/negative cases, and end-to-end Q5597 flow.","Generator/test update 2026-06-19; CreateBundleOnly worksheet artifacts/blocker_evidence/20260619-125638-quest-5597-prerequisite-accept-gate-review."
"2026-06-19-q5597-crimson-isle-world-zone-map-surface-review","Quest inventory/objective coverage","P0","open","tracker_refinement","quest 5597 Dregs and Thieves","content_retail_completeness_quest_world_dependencies.csv","quest_id=5597;dependency_type=quest_world_zone;dependency_id=622","Quest2 5597;WorldZone 622 Crimson Isle;world 870;Mondo Zax 24187;WorldLocation2 17803;Chua Explosives 24286;QuestObjective 8256","Decomp/Analysis/coverage/content_retail_completeness_quest_world_dependencies.csv;Decomp/Analysis/coverage/content_retail_completeness_next_slice_blockers.csv;Decomp/Analysis/coverage/content_retail_completeness_next_slice_queue.csv","Decomp/Analysis/coverage/content_retail_completeness_quest_world_dependencies.csv;wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/WorldZone.tbl.sql;wildstar_client_mysql/WorldLocation2.tbl.sql;Source/NexusForever.Script.Main/Quests/CrimsonIsle/CrimsonIsleMapScript.cs;Source/NexusForever.Game.Tests/Quests/CrimsonIsleBranchInteractionTests.cs;Decomp/Analysis/BLOCKER_EVIDENCE_PLAN.md","Mapped Quest2 world-zone surface; Verified emulator map-load coverage; Blocked retail smoke","Q5597 Quest2.worldZoneId 622 Crimson Isle now cites current server-side Crimson Isle world 870 coverage: focused tests load CrimsonIsleMapScript, spawn Mondo Zax 24187 at receiver WorldLocation2 17803, and spawn the reviewed Chua Explosives 24286 placements for objective 8256. This proves only emulator map-surface availability; Q5597 remains not retail complete pending live build 16042 map/zone activation and visibility, episode/zone ordering, path or map guidance, Mondo dialog, objective UI, reward and achievement side effects, duplicate/negative cases, and end-to-end smoke.","Keep Q5597 not retail complete; capture client/manual smoke for map and zone visibility, path/map guidance, Mondo dialog, Chua Explosives objective UI, rewards, achievements, duplicate/negative cases, and end-to-end Q5597 flow.","Generator/test update 2026-06-19; CreateBundleOnly worksheet artifacts/blocker_evidence/20260619-130912-quest-5597-crimson-isle-world-zone-map-surface-review."
"2026-06-19-q5597-episode-order-chain-handoff-review","Quest inventory/objective coverage","P0","open","tracker_refinement","quest 5597 Dregs and Thieves","content_retail_completeness_quest_episode_evidence.csv","quest_id=5597;episode_quest_id=2398;episode_id=464;order_index=2;flags=0","Quest2 5597;EpisodeQuest 2398;Episode 464 The Guns of Bloodstone;Jabbithole episode 98;WorldZone 622 Crimson Isle;Q5596->Q5597->Q5604","Decomp/Analysis/coverage/content_retail_completeness_quest_episode_evidence.csv;Decomp/Analysis/coverage/content_retail_completeness_next_slice_blockers.csv;Decomp/Analysis/coverage/content_retail_completeness_next_slice_queue.csv","Decomp/Analysis/coverage/content_retail_completeness_quest_episode_evidence.csv;Tools/DataMapping/output/episode_quest_client_map.csv;Tools/DataMapping/output/quest_episode_map.csv;wildstar_client_mysql/Episode.tbl.sql;wildstar_client_mysql/EpisodeQuest.tbl.sql;wildstar_client_mysql/Quest2.tbl.sql;Source/NexusForever.Script.Main/Quests/CrimsonIsle/Q5596.cs;Source/NexusForever.Script.Main/Quests/CrimsonIsle/Q5597.cs;Source/NexusForever.Script.Main/Quests/CrimsonIsle/Q5604TacticalDemolitions.cs;Source/NexusForever.Script.Main/Quests/CrimsonIsle/CrimsonIsleQuestChain.cs;Source/NexusForever.Game.Tests/Quests/CrimsonIsleQuestChainTests.cs;Decomp/Analysis/BLOCKER_EVIDENCE_PLAN.md","Mapped EpisodeQuest order; Verified emulator chain handoff tests; Blocked retail episode/client smoke","Q5597 EpisodeQuest row 2398 maps to build 16042 Episode 464 The Guns of Bloodstone at order 2 flags 0 in WorldZone 622 and to Jabbithole episode 98. Focused Crimson Isle quest-chain tests prove the current server-side handoff Q5596->Q5597->Q5604, including Q5597QuestScript granting Q5604 and Q5604 granting Q5580/Q5583 on completion. This proves only emulator chain ownership and table/order alignment; Q5597 remains not retail complete pending live build 16042 episode tracker/order UI presentation, quest visibility and turn-in state, Mondo dialog, Chua Explosives objective UI, reward and achievement side effects, duplicate/negative cases, and end-to-end smoke.","Keep Q5597 not retail complete; capture client/manual smoke for episode tracker/order presentation, Q5596-to-Q5597-to-Q5604 visibility and turn-in flow, Mondo dialog, Chua Explosives objective UI, rewards, achievements, duplicate/negative cases, and end-to-end Q5597 flow.","Generator/test update 2026-06-19; CreateBundleOnly worksheet artifacts/blocker_evidence/20260619-131927-quest-5597-episode-order-chain-handoff-review."
"2026-06-19-q5597-crimson-isle-call-zone-worldzone12-bridge-review","Quest inventory/objective coverage","P0","open","tracker_refinement","quest 5597 Dregs and Thieves","content_retail_completeness_quest_zone_evidence.csv","quest_id=5597;relation_source=quest_call_zones;source_relation_id=311;jabbithole_zone_id=9;world_zone_id=12","Quest2 5597;quest_call_zones 311;Jabbithole zone 9 Crimson Isle;WorldZone 12 blank;Quest2.worldZoneId 622;Crimson Isle child WorldZones 623/629/1217/1218/1219/1227/1284","Decomp/Analysis/coverage/content_retail_completeness_quest_zone_evidence.csv;Decomp/Analysis/coverage/content_retail_completeness_next_slice_blockers.csv;Decomp/Analysis/coverage/content_retail_completeness_next_slice_queue.csv","Decomp/Analysis/coverage/content_retail_completeness_quest_zone_evidence.csv;Tools/DataMapping/output/quest_zone_map.csv;Tools/DataMapping/output/world_zone_client_map.csv;wildstar_client_mysql/WorldZone.tbl.sql;wildstar_client_mysql/Quest2.tbl.sql;Tools/DataMapping/map_wildstar_data.py;jabbithole_mysql/quest_call_zones.sql;Source/NexusForever.Script.Main/Quests/CrimsonIsle/CrimsonIsleMapScript.cs;Source/NexusForever.Game.Tests/Quests/CrimsonIsleBranchInteractionTests.cs;Decomp/Analysis/BLOCKER_EVIDENCE_PLAN.md","Mapped archived call-zone relation; Blocked current WorldZone replacement or route smoke","Q5597 quest_call_zones relation 311 maps archived Jabbithole zone 9 Crimson Isle to WorldZone 12, but current build 16042 world_zone_client_map shows WorldZone 12 has no client name, parent zone 0, allow_access 0, and no Crimson Isle ownership. Current named Crimson Isle evidence instead uses Quest2.worldZoneId 622 and child WorldZone rows 623, 629, 1217, 1218, 1219, 1227, and 1284. Q5597 remains not retail complete pending a reviewed current WorldZone replacement, MapZone or QuestDirection evidence, or live build 16042 route/visibility/map guidance smoke before any runtime routing claim.","Keep Q5597 not retail complete; capture client/manual smoke or table/decompile evidence for the current Crimson Isle route/visibility zone, map guidance, episode/zone ordering, Mondo dialog, objective UI, rewards, achievements, duplicate/negative cases, and end-to-end Q5597 flow.","Generator/test update 2026-06-19; CreateBundleOnly worksheet artifacts/blocker_evidence/20260619-133236-quest-5597-crimson-isle-call-zone-worldzone12-bridge-review."
"2026-06-19-q5597-illium-call-zone-worldzone78-ellevar-bridge-review","Quest inventory/objective coverage","P0","open","tracker_refinement","quest 5597 Dregs and Thieves","content_retail_completeness_quest_zone_evidence.csv","quest_id=5597;relation_source=quest_call_zones;source_relation_id=4637;jabbithole_zone_id=46;world_zone_id=78","Quest2 5597;quest_call_zones 4637;Jabbithole zone 46 Illium;WorldZone 78 Western Ellevar;WorldZone 2191 Illium;Quest2.worldZoneId 622","Decomp/Analysis/coverage/content_retail_completeness_quest_zone_evidence.csv;Decomp/Analysis/coverage/content_retail_completeness_next_slice_blockers.csv;Decomp/Analysis/coverage/content_retail_completeness_next_slice_queue.csv","Decomp/Analysis/coverage/content_retail_completeness_quest_zone_evidence.csv;Tools/DataMapping/output/quest_zone_map.csv;Tools/DataMapping/output/world_zone_client_map.csv;wildstar_client_mysql/WorldZone.tbl.sql;wildstar_client_mysql/Quest2.tbl.sql;Tools/DataMapping/map_wildstar_data.py;jabbithole_mysql/quest_call_zones.sql;Source/NexusForever.Script.Main/Quests/CrimsonIsle/CrimsonIsleMapScript.cs;Source/NexusForever.Game.Tests/Quests/CrimsonIsleBranchInteractionTests.cs;Decomp/Analysis/BLOCKER_EVIDENCE_PLAN.md","Mapped archived call-zone relation; Blocked current WorldZone replacement or route smoke","Q5597 quest_call_zones relation 4637 maps archived Jabbithole zone 46 Illium to current WorldZone 78 Western Ellevar, with source last_seen_in 0. Current build 16042 world_zone_client_map shows WorldZone 78 is an Ellevar child under parent WorldZone 37, while named Illium evidence uses WorldZone 2191 and child rows 2192, 2193, 2194, 2195, 2196, 3014, 4202, 4296, 4298, 4365, 4485, 4486, and 4957. Q5597 remains not retail complete pending a reviewed current WorldZone replacement, MapZone or QuestDirection evidence, or live build 16042 route/visibility/map guidance smoke before any runtime routing claim.","Keep Q5597 not retail complete; capture client/manual smoke or table/decompile evidence for the current Crimson Isle route/visibility zone, map guidance, episode/zone ordering, Mondo dialog, objective UI, rewards, achievements, duplicate/negative cases, and end-to-end Q5597 flow.","Generator/test update 2026-06-19; CreateBundleOnly worksheet artifacts/blocker_evidence/20260619-135045-quest-5597-illium-call-zone-worldzone78-ellevar-bridge-review."
"2026-06-19-q5597-housing-skymap-call-zone-worldzone60-mozyk-quarry-bridge-review","Quest inventory/objective coverage","P0","open","tracker_refinement","quest 5597 Dregs and Thieves","content_retail_completeness_quest_zone_evidence.csv","quest_id=5597;relation_source=quest_call_zones;source_relation_id=4638;jabbithole_zone_id=40;world_zone_id=60","Quest2 5597;quest_call_zones 4638;Jabbithole zone 40 Housing Skymap;WorldZone 60 Mozyk Quarry;WorldZone 1630 Housing;WorldZone 1136/4373 Skymap;Quest2.worldZoneId 622","Decomp/Analysis/coverage/content_retail_completeness_quest_zone_evidence.csv;Decomp/Analysis/coverage/content_retail_completeness_next_slice_blockers.csv;Decomp/Analysis/coverage/content_retail_completeness_next_slice_queue.csv","Decomp/Analysis/coverage/content_retail_completeness_quest_zone_evidence.csv;Tools/DataMapping/output/quest_zone_map.csv;Tools/DataMapping/output/world_zone_client_map.csv;wildstar_client_mysql/WorldZone.tbl.sql;wildstar_client_mysql/Quest2.tbl.sql;Tools/DataMapping/map_wildstar_data.py;jabbithole_mysql/quest_call_zones.sql;Source/NexusForever.Script.Main/Quests/CrimsonIsle/CrimsonIsleMapScript.cs;Source/NexusForever.Game.Tests/Quests/CrimsonIsleBranchInteractionTests.cs;Decomp/Analysis/BLOCKER_EVIDENCE_PLAN.md","Mapped archived call-zone relation; Blocked current WorldZone replacement or route smoke","Q5597 quest_call_zones relation 4638 maps archived Jabbithole zone 40 Housing Skymap to current WorldZone 60 Mozyk Quarry, with source last_seen_in 0. Current build 16042 world_zone_client_map shows WorldZone 60 is Mozyk Quarry under parent WorldZone 734, while named Housing/Skymap evidence uses WorldZone 1630 Housing, WorldZone 1136 and 4373 Skymap, and WorldZone 1265 and 4837 Community Skymap. Q5597 remains not retail complete pending a reviewed current WorldZone replacement, MapZone or QuestDirection evidence, or live build 16042 route/visibility/map guidance smoke before any runtime routing claim.","Keep Q5597 not retail complete; capture client/manual smoke or table/decompile evidence for the current Crimson Isle route/visibility zone, map guidance, episode/zone ordering, Mondo dialog, objective UI, rewards, achievements, duplicate/negative cases, and end-to-end Q5597 flow.","Generator/test update 2026-06-19; CreateBundleOnly worksheet artifacts/blocker_evidence/20260619-135937-quest-5597-housing-skymap-call-zone-worldzone60-mozyk-quarry-bridge-review."
"2026-06-19-q5597-northern-wastes-call-zone-worldzone41-fort-glory-bridge-review","Quest inventory/objective coverage","P0","open","tracker_refinement","quest 5597 Dregs and Thieves","content_retail_completeness_quest_zone_evidence.csv","quest_id=5597;relation_source=quest_call_zones;source_relation_id=4639;jabbithole_zone_id=34;world_zone_id=41","Quest2 5597;quest_call_zones 4639;Jabbithole zone 34 Northern Wastes;WorldZone 41 Fort Glory;WorldZone 1784/1785 Northern Wastes;Quest2.worldZoneId 622","Decomp/Analysis/coverage/content_retail_completeness_quest_zone_evidence.csv;Decomp/Analysis/coverage/content_retail_completeness_next_slice_blockers.csv;Decomp/Analysis/coverage/content_retail_completeness_next_slice_queue.csv","Decomp/Analysis/coverage/content_retail_completeness_quest_zone_evidence.csv;Tools/DataMapping/output/quest_zone_map.csv;Tools/DataMapping/output/world_zone_client_map.csv;wildstar_client_mysql/WorldZone.tbl.sql;wildstar_client_mysql/Quest2.tbl.sql;Tools/DataMapping/map_wildstar_data.py;jabbithole_mysql/quest_call_zones.sql;Source/NexusForever.Script.Main/Quests/CrimsonIsle/CrimsonIsleMapScript.cs;Source/NexusForever.Game.Tests/Quests/CrimsonIsleBranchInteractionTests.cs;Decomp/Analysis/BLOCKER_EVIDENCE_PLAN.md","Mapped archived call-zone relation; Blocked current WorldZone replacement or route smoke","Q5597 quest_call_zones relation 4639 maps archived Jabbithole zone 34 Northern Wastes to current WorldZone 41 Fort Glory, with source last_seen_in 0. Current build 16042 world_zone_client_map shows WorldZone 41 is Fort Glory under parent WorldZone 848, while named Northern Wastes evidence uses WorldZone 1784, child WorldZone 1785, and child rows 1786, 1787, 1788, 1790, 1792, 1798, 4036, 4374, 4377, 4378, and 4483. Q5597 remains not retail complete pending a reviewed current WorldZone replacement, MapZone or QuestDirection evidence, or live build 16042 route/visibility/map guidance smoke before any runtime routing claim.","Keep Q5597 not retail complete; capture client/manual smoke or table/decompile evidence for the current Crimson Isle route/visibility zone, map guidance, episode/zone ordering, Mondo dialog, objective UI, rewards, achievements, duplicate/negative cases, and end-to-end Q5597 flow.","Generator/test update 2026-06-19; CreateBundleOnly worksheet artifacts/blocker_evidence/20260619-140947-quest-5597-northern-wastes-call-zone-worldzone41-fort-glory-bridge-review."
"2026-06-19-q5597-malgrave-call-zone-worldzone42-protostar-honeyworks-bridge-review","Quest inventory/objective coverage","P0","open","tracker_refinement","quest 5597 Dregs and Thieves","content_retail_completeness_quest_zone_evidence.csv","quest_id=5597;relation_source=quest_call_zones;source_relation_id=4640;jabbithole_zone_id=35;world_zone_id=42","Quest2 5597;quest_call_zones 4640;Jabbithole zone 35 Malgrave;WorldZone 42 Protostar Honeyworks;WorldZone 377/1711/1890/1928/1933/2433/4372 Malgrave;Quest2.worldZoneId 622","Decomp/Analysis/coverage/content_retail_completeness_quest_zone_evidence.csv;Decomp/Analysis/coverage/content_retail_completeness_next_slice_blockers.csv;Decomp/Analysis/coverage/content_retail_completeness_next_slice_queue.csv","Decomp/Analysis/coverage/content_retail_completeness_quest_zone_evidence.csv;Tools/DataMapping/output/quest_zone_map.csv;Tools/DataMapping/output/world_zone_client_map.csv;wildstar_client_mysql/WorldZone.tbl.sql;wildstar_client_mysql/Quest2.tbl.sql;Tools/DataMapping/map_wildstar_data.py;jabbithole_mysql/quest_call_zones.sql;Source/NexusForever.Script.Main/Quests/CrimsonIsle/CrimsonIsleMapScript.cs;Source/NexusForever.Game.Tests/Quests/CrimsonIsleBranchInteractionTests.cs;Decomp/Analysis/BLOCKER_EVIDENCE_PLAN.md","Mapped archived call-zone relation; Blocked current WorldZone replacement or route smoke","Q5597 quest_call_zones relation 4640 maps archived Jabbithole zone 35 Malgrave to current WorldZone 42 Protostar Honeyworks, with source last_seen_in 0. Current build 16042 world_zone_client_map shows WorldZone 42 is Protostar Honeyworks under parent WorldZone 733 Protostar Honeyworks Master, while named Malgrave evidence uses WorldZone 377 Malgrave, WorldZone 1711 The Malgrave Trail, WorldZone 1890 Southern Malgrave, WorldZone 1928 Central Malgrave, WorldZone 1933 and 2433 Malgrave, and WorldZone 4372 Malgrave. Q5597 remains not retail complete pending a reviewed current WorldZone replacement, MapZone or QuestDirection evidence, or live build 16042 route/visibility/map guidance smoke before any runtime routing claim.","Keep Q5597 not retail complete; capture client/manual smoke or table/decompile evidence for the current Crimson Isle route/visibility zone, map guidance, episode/zone ordering, Mondo dialog, objective UI, rewards, achievements, duplicate/negative cases, and end-to-end Q5597 flow.","Generator/test update 2026-06-19; CreateBundleOnly worksheet artifacts/blocker_evidence/20260619-141909-quest-5597-malgrave-call-zone-worldzone42-protostar-honeyworks-bridge-review."
"2026-06-19-q5597-auroria-call-zone-worldzone6-missing-bridge-review","Quest inventory/objective coverage","P0","open","tracker_refinement","quest 5597 Dregs and Thieves","content_retail_completeness_quest_zone_evidence.csv","quest_id=5597;relation_source=quest_call_zones;source_relation_id=4641;jabbithole_zone_id=5;world_zone_id=6","Quest2 5597;quest_call_zones 4641;Jabbithole zone 5 Auroria;WorldZone 6 missing;WorldZone 36/697/1228/1302/1303 Auroria;Quest2.worldZoneId 622","Decomp/Analysis/coverage/content_retail_completeness_quest_zone_evidence.csv;Decomp/Analysis/coverage/content_retail_completeness_next_slice_blockers.csv;Decomp/Analysis/coverage/content_retail_completeness_next_slice_queue.csv","Decomp/Analysis/coverage/content_retail_completeness_quest_zone_evidence.csv;Tools/DataMapping/output/quest_zone_map.csv;Tools/DataMapping/output/world_zone_client_map.csv;wildstar_client_mysql/WorldZone.tbl.sql;wildstar_client_mysql/Quest2.tbl.sql;Tools/DataMapping/map_wildstar_data.py;jabbithole_mysql/quest_call_zones.sql;Source/NexusForever.Script.Main/Quests/CrimsonIsle/CrimsonIsleMapScript.cs;Source/NexusForever.Game.Tests/Quests/CrimsonIsleBranchInteractionTests.cs;Decomp/Analysis/BLOCKER_EVIDENCE_PLAN.md","Mapped archived partial call-zone relation; Blocked current WorldZone replacement or route smoke","Q5597 quest_call_zones relation 4641 maps archived Jabbithole zone 5 Auroria to WorldZone 6 with match_status partial and source last_seen_in 0, but current build 16042 world_zone_client_map has no WorldZone 6 row or client name. Current named Auroria evidence instead uses WorldZone 36 Auroria plus child rows 697 Northeastern Auroria, 1228 Northwestern Auroria, 1302 Central Auroria, and 1303 Southern Auroria. Q5597 remains not retail complete pending a reviewed current WorldZone replacement, MapZone or QuestDirection evidence, or live build 16042 route/visibility/map guidance smoke before any runtime routing claim.","Keep Q5597 not retail complete; capture client/manual smoke or table/decompile evidence for the current Crimson Isle route/visibility zone, map guidance, episode/zone ordering, Mondo dialog, objective UI, rewards, achievements, duplicate/negative cases, and end-to-end Q5597 flow.","Generator/test update 2026-06-19; CreateBundleOnly worksheet artifacts/blocker_evidence/20260619-142700-quest-5597-auroria-call-zone-worldzone6-missing-bridge-review."
"2026-06-19-q5597-crimson-isle-quest-zone-worldzone12-bridge-review","Quest inventory/objective coverage","P0","open","tracker_refinement","quest 5597 Dregs and Thieves","content_retail_completeness_quest_zone_evidence.csv","quest_id=5597;relation_source=quest_zones;source_relation_id=633;jabbithole_zone_id=9;world_zone_id=12","Quest2 5597;quest_zones 633;Jabbithole zone 9 Crimson Isle;WorldZone 12 blank;Quest2.worldZoneId 622;Crimson Isle child WorldZones 623/629/1217/1218/1219/1227/1284","Decomp/Analysis/coverage/content_retail_completeness_quest_zone_evidence.csv;Decomp/Analysis/coverage/content_retail_completeness_next_slice_blockers.csv;Decomp/Analysis/coverage/content_retail_completeness_next_slice_queue.csv","Decomp/Analysis/coverage/content_retail_completeness_quest_zone_evidence.csv;Tools/DataMapping/output/quest_zone_map.csv;Tools/DataMapping/output/world_zone_client_map.csv;wildstar_client_mysql/WorldZone.tbl.sql;wildstar_client_mysql/Quest2.tbl.sql;Tools/DataMapping/map_wildstar_data.py;jabbithole_mysql/quest_zones.sql;Source/NexusForever.Script.Main/Quests/CrimsonIsle/CrimsonIsleMapScript.cs;Source/NexusForever.Game.Tests/Quests/CrimsonIsleBranchInteractionTests.cs;Decomp/Analysis/BLOCKER_EVIDENCE_PLAN.md","Mapped archived quest-zone relation; Blocked current WorldZone replacement or route smoke","Q5597 quest_zones relation 633 maps archived Jabbithole zone 9 Crimson Isle to WorldZone 12, with source last_seen_in 3, but current build 16042 world_zone_client_map shows WorldZone 12 has no client name, parent zone 0, allow_access 0, and no Crimson Isle ownership. Current named Crimson Isle evidence instead uses Quest2.worldZoneId 622 and child WorldZone rows 623, 629, 1217, 1218, 1219, 1227, and 1284. Q5597 remains not retail complete pending a reviewed current WorldZone replacement, MapZone or QuestDirection evidence, or live build 16042 route/visibility/map guidance smoke before any runtime routing claim.","Keep Q5597 not retail complete; capture client/manual smoke or table/decompile evidence for the current Crimson Isle route/visibility zone, map guidance, episode/zone ordering, Mondo dialog, objective UI, rewards, achievements, duplicate/negative cases, and end-to-end Q5597 flow.","Generator/test update 2026-06-19; CreateBundleOnly worksheet artifacts/blocker_evidence/20260619-143751-quest-5597-crimson-isle-quest-zone-worldzone12-bridge-review."
"2026-06-19-q5597-mondo-finisher-reward-achievement-ui-smoke-review","Quest inventory/objective coverage","P0","open","tracker_refinement","quest 5597 Dregs and Thieves","content_retail_completeness_quest_creatures.csv","quest_id=5597;relation_type=finisher;source_relation_id=1564;jabbithole_creature_id=3367;creature2_id=24187","Quest2 5597;finisher relation 1564;Creature2 24187 Mondo Zax;WorldLocation2 17803;source_coordinate_id 15089;Quest2Reward 3000/5236;Item2 81917/29664;Achievement 4134;Q5604","Decomp/Analysis/coverage/content_retail_completeness_quest_creatures.csv;Decomp/Analysis/coverage/content_retail_completeness_next_slice_blockers.csv;Decomp/Analysis/coverage/content_retail_completeness_next_slice_queue.csv","Decomp/Analysis/coverage/content_retail_completeness_quest_creatures.csv;Tools/DataMapping/output/creature_quest_map.csv;Tools/DataMapping/output/creature_spawn_map.csv;wildstar_client_mysql/Creature2.tbl.sql;wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/Quest2Reward.tbl.sql;wildstar_client_mysql/Achievement.tbl.sql;wildstar_client_mysql/AchievementChecklist.tbl.sql;Source/NexusForever.Script.Main/Quests/CrimsonIsle/CrimsonIsleMapScript.cs;Source/NexusForever.Script.Main/Quests/CrimsonIsle/Q5597.cs;Source/NexusForever.Game.Tests/Quests/CrimsonIsleBranchInteractionTests.cs;Source/NexusForever.Game.Tests/Quests/CrimsonIsleQuestChainTests.cs;Source/NexusForever.Game.Tests/Quest/QuestTests.cs;Decomp/Analysis/BLOCKER_EVIDENCE_PLAN.md","High for emulator completion, rewards, achievement, and follow-up; Blocked for client UI smoke","Q5597 finisher relation 1564 maps to reviewed build 16042 Creature2 24187 Mondo Zax. Creature2 24187 carries QuestIdReceive 5597, CrimsonIsleMapScript fallback-spawns Mondo at Quest2 receiver WorldLocation2 17803 matching reviewed DataMapping source_coordinate_id 15089, focused QuestManager tests complete achieved Q5597 only with visible Mondo, grant fixed Quest2Reward rows 3000 and 5236, update Bloodstone achievement 4134, and Q5597QuestScript grants Q5604. Q5597 remains not retail complete pending live build 16042 Mondo completion dialog smoke, reward UI and inventory persistence smoke, achievement UI/progression smoke, duplicate/negative completion cases, and end-to-end Q5597->Q5604 smoke.","Keep Q5597 not retail complete; capture client/manual smoke for Mondo completion dialog, reward UI/inventory persistence, achievement UI/progression, duplicate and negative completion cases, and full Q5597->Q5604 flow.","Generator/test update 2026-06-19; CreateBundleOnly worksheet artifacts/blocker_evidence/20260619-144826-quest-5597-mondo-finisher-reward-achievement-ui-smoke-review."
