quest_id,quest_name,quest_bucket,quest_completion_status,dependency_type,dependency_slot,dependency_id,dependency_name,dependency_value,dependency_flags,object_id,comparison_id,prerequisite_type_id,localized_failure_text,support_status,evidence_status,completion_status,evidence_sources,manual_validation,blocker_summary
6264,Stolen Shinies,generic_table_driven,not_retail_complete,level,,,,50,,,,,,mapped_quest_accept_validation_pending_row_smoke,client_quest2_level_gate_pending_accept_smoke,not_retail_complete,wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/Prerequisite.tbl.sql;Source/NexusForever.Game/Entity/QuestManager.cs;Source/NexusForever.Game/Prerequisite/PrerequisiteManager.cs,pending_or_not_applicable,"Quest2 6264 requires character level 50. Retail completion needs quest visibility, accept-denial text, progression-chain behavior, and client smoke for this exact level gate."
6264,Stolen Shinies,generic_table_driven,not_retail_complete,required_quest,0,6262,Hostile Reception,,,6262,,,,mapped_quest_chain_validation_pending_chain_smoke,client_quest2_required_quest_pending_chain_smoke,not_retail_complete,wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/Prerequisite.tbl.sql;Source/NexusForever.Game/Entity/QuestManager.cs;Source/NexusForever.Game/Prerequisite/PrerequisiteManager.cs,pending_or_not_applicable,"Quest2 6264 requires prerequisite quest slot 0 -> Quest2 6262 (Hostile Reception). Retail completion needs source and target quest visibility/progression, completion-state gating, denial behavior, and chain smoke together."
6265,Stomping Out the Embers,generic_table_driven,not_retail_complete,level,,,,16,,,,,,mapped_quest_accept_validation_pending_row_smoke,client_quest2_level_gate_pending_accept_smoke,not_retail_complete,wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/Prerequisite.tbl.sql;Source/NexusForever.Game/Entity/QuestManager.cs;Source/NexusForever.Game/Prerequisite/PrerequisiteManager.cs,pending_or_not_applicable,"Quest2 6265 requires character level 16. Retail completion needs quest visibility, accept-denial text, progression-chain behavior, and client smoke for this exact level gate."
6265,Stomping Out the Embers,generic_table_driven,not_retail_complete,quest_faction,,1,Dominion,,,1,,,,mapped_quest_accept_validation_pending_row_smoke,client_quest2_questPlayerFactionEnum_pending_accept_smoke,not_retail_complete,wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/Prerequisite.tbl.sql;Source/NexusForever.Game/Entity/QuestManager.cs;Source/NexusForever.Game/Prerequisite/PrerequisiteManager.cs,pending_or_not_applicable,"Quest2 6265 requires questPlayerFactionEnum 1 (Dominion). Retail completion needs faction-specific visibility, accept denial, dialog availability, and client quest smoke."
6265,Stomping Out the Embers,generic_table_driven,not_retail_complete,required_quest,0,6245,Loading Zone: No Landing,,,6245,,,,mapped_quest_chain_validation_pending_chain_smoke,client_quest2_required_quest_pending_chain_smoke,not_retail_complete,wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/Prerequisite.tbl.sql;Source/NexusForever.Game/Entity/QuestManager.cs;Source/NexusForever.Game/Prerequisite/PrerequisiteManager.cs,pending_or_not_applicable,"Quest2 6265 requires prerequisite quest slot 0 -> Quest2 6245 (Loading Zone: No Landing). Retail completion needs source and target quest visibility/progression, completion-state gating, denial behavior, and chain smoke together."
6267,The Vigilant Star,no_objectives,not_retail_complete,level,,,,32,,,,,,mapped_quest_accept_validation_pending_row_smoke,client_quest2_level_gate_pending_accept_smoke,not_retail_complete,wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/Prerequisite.tbl.sql;Source/NexusForever.Game/Entity/QuestManager.cs;Source/NexusForever.Game/Prerequisite/PrerequisiteManager.cs,pending_or_not_applicable,"Quest2 6267 requires character level 32. Retail completion needs quest visibility, accept-denial text, progression-chain behavior, and client smoke for this exact level gate."
6267,The Vigilant Star,no_objectives,not_retail_complete,quest_faction,,1,Dominion,,,1,,,,mapped_quest_accept_validation_pending_row_smoke,client_quest2_questPlayerFactionEnum_pending_accept_smoke,not_retail_complete,wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/Prerequisite.tbl.sql;Source/NexusForever.Game/Entity/QuestManager.cs;Source/NexusForever.Game/Prerequisite/PrerequisiteManager.cs,pending_or_not_applicable,"Quest2 6267 requires questPlayerFactionEnum 1 (Dominion). Retail completion needs faction-specific visibility, accept denial, dialog availability, and client quest smoke."
6267,The Vigilant Star,no_objectives,not_retail_complete,prerequisite_id,,28198,,,0,28198,,,,mapped_prerequisite_manager_pending_row_smoke,client_prerequisite_row_pending_accept_smoke,not_retail_complete,wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/Prerequisite.tbl.sql;Source/NexusForever.Game/Entity/QuestManager.cs;Source/NexusForever.Game/Prerequisite/PrerequisiteManager.cs,pending_or_not_applicable,"Quest2 6267 references Prerequisite 28198 with flags 0. Runtime maps the row through PrerequisiteManager, but retail completion needs row-specific visibility, accept denial, comparison semantics, and client smoke."
6267,The Vigilant Star,no_objectives,not_retail_complete,prerequisite_slot,0,28198,,0,0,6268,2,6,,mapped_prerequisite_manager_pending_row_smoke,client_prerequisite_slot_pending_handler_smoke,not_retail_complete,wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/Prerequisite.tbl.sql;Source/NexusForever.Game/Entity/QuestManager.cs;Source/NexusForever.Game/Prerequisite/PrerequisiteManager.cs,pending_or_not_applicable,"Quest2 6267 Prerequisite 28198 slot 0 uses prerequisiteTypeId 6, objectId 6268, value 0, comparison 2, and flags 0. Retail completion needs exact handler behavior, comparison semantics, failure text, and client accept/visibility smoke."
6268,Relay Race,generic_table_driven,not_retail_complete,level,,,,32,,,,,,mapped_quest_accept_validation_pending_row_smoke,client_quest2_level_gate_pending_accept_smoke,not_retail_complete,wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/Prerequisite.tbl.sql;Source/NexusForever.Game/Entity/QuestManager.cs;Source/NexusForever.Game/Prerequisite/PrerequisiteManager.cs,pending_or_not_applicable,"Quest2 6268 requires character level 32. Retail completion needs quest visibility, accept-denial text, progression-chain behavior, and client smoke for this exact level gate."
6268,Relay Race,generic_table_driven,not_retail_complete,quest_faction,,1,Dominion,,,1,,,,mapped_quest_accept_validation_pending_row_smoke,client_quest2_questPlayerFactionEnum_pending_accept_smoke,not_retail_complete,wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/Prerequisite.tbl.sql;Source/NexusForever.Game/Entity/QuestManager.cs;Source/NexusForever.Game/Prerequisite/PrerequisiteManager.cs,pending_or_not_applicable,"Quest2 6268 requires questPlayerFactionEnum 1 (Dominion). Retail completion needs faction-specific visibility, accept denial, dialog availability, and client quest smoke."
6269,Cracking the Code,generic_table_driven,not_retail_complete,level,,,,32,,,,,,mapped_quest_accept_validation_pending_row_smoke,client_quest2_level_gate_pending_accept_smoke,not_retail_complete,wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/Prerequisite.tbl.sql;Source/NexusForever.Game/Entity/QuestManager.cs;Source/NexusForever.Game/Prerequisite/PrerequisiteManager.cs,pending_or_not_applicable,"Quest2 6269 requires character level 32. Retail completion needs quest visibility, accept-denial text, progression-chain behavior, and client smoke for this exact level gate."
6269,Cracking the Code,generic_table_driven,not_retail_complete,quest_faction,,1,Dominion,,,1,,,,mapped_quest_accept_validation_pending_row_smoke,client_quest2_questPlayerFactionEnum_pending_accept_smoke,not_retail_complete,wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/Prerequisite.tbl.sql;Source/NexusForever.Game/Entity/QuestManager.cs;Source/NexusForever.Game/Prerequisite/PrerequisiteManager.cs,pending_or_not_applicable,"Quest2 6269 requires questPlayerFactionEnum 1 (Dominion). Retail completion needs faction-specific visibility, accept denial, dialog availability, and client quest smoke."
6269,Cracking the Code,generic_table_driven,not_retail_complete,required_quest,0,6268,Relay Race,,,6268,,,,mapped_quest_chain_validation_pending_chain_smoke,client_quest2_required_quest_pending_chain_smoke,not_retail_complete,wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/Prerequisite.tbl.sql;Source/NexusForever.Game/Entity/QuestManager.cs;Source/NexusForever.Game/Prerequisite/PrerequisiteManager.cs,pending_or_not_applicable,"Quest2 6269 requires prerequisite quest slot 0 -> Quest2 6268 (Relay Race). Retail completion needs source and target quest visibility/progression, completion-state gating, denial behavior, and chain smoke together."
6270,Lost Lady Zin,generic_table_driven,not_retail_complete,level,,,,33,,,,,,mapped_quest_accept_validation_pending_row_smoke,client_quest2_level_gate_pending_accept_smoke,not_retail_complete,wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/Prerequisite.tbl.sql;Source/NexusForever.Game/Entity/QuestManager.cs;Source/NexusForever.Game/Prerequisite/PrerequisiteManager.cs,pending_or_not_applicable,"Quest2 6270 requires character level 33. Retail completion needs quest visibility, accept-denial text, progression-chain behavior, and client smoke for this exact level gate."
6270,Lost Lady Zin,generic_table_driven,not_retail_complete,quest_faction,,1,Dominion,,,1,,,,mapped_quest_accept_validation_pending_row_smoke,client_quest2_questPlayerFactionEnum_pending_accept_smoke,not_retail_complete,wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/Prerequisite.tbl.sql;Source/NexusForever.Game/Entity/QuestManager.cs;Source/NexusForever.Game/Prerequisite/PrerequisiteManager.cs,pending_or_not_applicable,"Quest2 6270 requires questPlayerFactionEnum 1 (Dominion). Retail completion needs faction-specific visibility, accept denial, dialog availability, and client quest smoke."
6271,Artemis Pinned,generic_table_driven,not_retail_complete,level,,,,33,,,,,,mapped_quest_accept_validation_pending_row_smoke,client_quest2_level_gate_pending_accept_smoke,not_retail_complete,wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/Prerequisite.tbl.sql;Source/NexusForever.Game/Entity/QuestManager.cs;Source/NexusForever.Game/Prerequisite/PrerequisiteManager.cs,pending_or_not_applicable,"Quest2 6271 requires character level 33. Retail completion needs quest visibility, accept-denial text, progression-chain behavior, and client smoke for this exact level gate."
6271,Artemis Pinned,generic_table_driven,not_retail_complete,quest_faction,,1,Dominion,,,1,,,,mapped_quest_accept_validation_pending_row_smoke,client_quest2_questPlayerFactionEnum_pending_accept_smoke,not_retail_complete,wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/Prerequisite.tbl.sql;Source/NexusForever.Game/Entity/QuestManager.cs;Source/NexusForever.Game/Prerequisite/PrerequisiteManager.cs,pending_or_not_applicable,"Quest2 6271 requires questPlayerFactionEnum 1 (Dominion). Retail completion needs faction-specific visibility, accept denial, dialog availability, and client quest smoke."
6271,Artemis Pinned,generic_table_driven,not_retail_complete,required_quest,0,6270,Lost Lady Zin,,,6270,,,,mapped_quest_chain_validation_pending_chain_smoke,client_quest2_required_quest_pending_chain_smoke,not_retail_complete,wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/Prerequisite.tbl.sql;Source/NexusForever.Game/Entity/QuestManager.cs;Source/NexusForever.Game/Prerequisite/PrerequisiteManager.cs,pending_or_not_applicable,"Quest2 6271 requires prerequisite quest slot 0 -> Quest2 6270 (Lost Lady Zin). Retail completion needs source and target quest visibility/progression, completion-state gating, denial behavior, and chain smoke together."
6272,Beating the Odds,generic_table_driven,not_retail_complete,level,,,,50,,,,,,mapped_quest_accept_validation_pending_row_smoke,client_quest2_level_gate_pending_accept_smoke,not_retail_complete,wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/Prerequisite.tbl.sql;Source/NexusForever.Game/Entity/QuestManager.cs;Source/NexusForever.Game/Prerequisite/PrerequisiteManager.cs,pending_or_not_applicable,"Quest2 6272 requires character level 50. Retail completion needs quest visibility, accept-denial text, progression-chain behavior, and client smoke for this exact level gate."
6272,Beating the Odds,generic_table_driven,not_retail_complete,quest_faction,,1,Dominion,,,1,,,,mapped_quest_accept_validation_pending_row_smoke,client_quest2_questPlayerFactionEnum_pending_accept_smoke,not_retail_complete,wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/Prerequisite.tbl.sql;Source/NexusForever.Game/Entity/QuestManager.cs;Source/NexusForever.Game/Prerequisite/PrerequisiteManager.cs,pending_or_not_applicable,"Quest2 6272 requires questPlayerFactionEnum 1 (Dominion). Retail completion needs faction-specific visibility, accept denial, dialog availability, and client quest smoke."
6273,Deadman's Landing,generic_table_driven,not_retail_complete,level,,,,50,,,,,,mapped_quest_accept_validation_pending_row_smoke,client_quest2_level_gate_pending_accept_smoke,not_retail_complete,wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/Prerequisite.tbl.sql;Source/NexusForever.Game/Entity/QuestManager.cs;Source/NexusForever.Game/Prerequisite/PrerequisiteManager.cs,pending_or_not_applicable,"Quest2 6273 requires character level 50. Retail completion needs quest visibility, accept-denial text, progression-chain behavior, and client smoke for this exact level gate."
6273,Deadman's Landing,generic_table_driven,not_retail_complete,quest_faction,,1,Dominion,,,1,,,,mapped_quest_accept_validation_pending_row_smoke,client_quest2_questPlayerFactionEnum_pending_accept_smoke,not_retail_complete,wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/Prerequisite.tbl.sql;Source/NexusForever.Game/Entity/QuestManager.cs;Source/NexusForever.Game/Prerequisite/PrerequisiteManager.cs,pending_or_not_applicable,"Quest2 6273 requires questPlayerFactionEnum 1 (Dominion). Retail completion needs faction-specific visibility, accept denial, dialog availability, and client quest smoke."
6273,Deadman's Landing,generic_table_driven,not_retail_complete,required_quest,0,6272,Beating the Odds,,,6272,,,,mapped_quest_chain_validation_pending_chain_smoke,client_quest2_required_quest_pending_chain_smoke,not_retail_complete,wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/Prerequisite.tbl.sql;Source/NexusForever.Game/Entity/QuestManager.cs;Source/NexusForever.Game/Prerequisite/PrerequisiteManager.cs,pending_or_not_applicable,"Quest2 6273 requires prerequisite quest slot 0 -> Quest2 6272 (Beating the Odds). Retail completion needs source and target quest visibility/progression, completion-state gating, denial behavior, and chain smoke together."
6274,A Captain's Parley,generic_table_driven,not_retail_complete,level,,,,50,,,,,,mapped_quest_accept_validation_pending_row_smoke,client_quest2_level_gate_pending_accept_smoke,not_retail_complete,wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/Prerequisite.tbl.sql;Source/NexusForever.Game/Entity/QuestManager.cs;Source/NexusForever.Game/Prerequisite/PrerequisiteManager.cs,pending_or_not_applicable,"Quest2 6274 requires character level 50. Retail completion needs quest visibility, accept-denial text, progression-chain behavior, and client smoke for this exact level gate."
6274,A Captain's Parley,generic_table_driven,not_retail_complete,quest_faction,,1,Dominion,,,1,,,,mapped_quest_accept_validation_pending_row_smoke,client_quest2_questPlayerFactionEnum_pending_accept_smoke,not_retail_complete,wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/Prerequisite.tbl.sql;Source/NexusForever.Game/Entity/QuestManager.cs;Source/NexusForever.Game/Prerequisite/PrerequisiteManager.cs,pending_or_not_applicable,"Quest2 6274 requires questPlayerFactionEnum 1 (Dominion). Retail completion needs faction-specific visibility, accept denial, dialog availability, and client quest smoke."
6274,A Captain's Parley,generic_table_driven,not_retail_complete,required_quest,0,6299,A Marauder's Life for Me,,,6299,,,,mapped_quest_chain_validation_pending_chain_smoke,client_quest2_required_quest_pending_chain_smoke,not_retail_complete,wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/Prerequisite.tbl.sql;Source/NexusForever.Game/Entity/QuestManager.cs;Source/NexusForever.Game/Prerequisite/PrerequisiteManager.cs,pending_or_not_applicable,"Quest2 6274 requires prerequisite quest slot 0 -> Quest2 6299 (A Marauder's Life for Me). Retail completion needs source and target quest visibility/progression, completion-state gating, denial behavior, and chain smoke together."
6274,A Captain's Parley,generic_table_driven,not_retail_complete,required_quest,1,6279,Redmoon Rhetoric,,,6279,,,,mapped_quest_chain_validation_pending_chain_smoke,client_quest2_required_quest_pending_chain_smoke,not_retail_complete,wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/Prerequisite.tbl.sql;Source/NexusForever.Game/Entity/QuestManager.cs;Source/NexusForever.Game/Prerequisite/PrerequisiteManager.cs,pending_or_not_applicable,"Quest2 6274 requires prerequisite quest slot 1 -> Quest2 6279 (Redmoon Rhetoric). Retail completion needs source and target quest visibility/progression, completion-state gating, denial behavior, and chain smoke together."
6275,Cover Me,generic_table_driven,not_retail_complete,level,,,,50,,,,,,mapped_quest_accept_validation_pending_row_smoke,client_quest2_level_gate_pending_accept_smoke,not_retail_complete,wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/Prerequisite.tbl.sql;Source/NexusForever.Game/Entity/QuestManager.cs;Source/NexusForever.Game/Prerequisite/PrerequisiteManager.cs,pending_or_not_applicable,"Quest2 6275 requires character level 50. Retail completion needs quest visibility, accept-denial text, progression-chain behavior, and client smoke for this exact level gate."
6275,Cover Me,generic_table_driven,not_retail_complete,quest_faction,,1,Dominion,,,1,,,,mapped_quest_accept_validation_pending_row_smoke,client_quest2_questPlayerFactionEnum_pending_accept_smoke,not_retail_complete,wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/Prerequisite.tbl.sql;Source/NexusForever.Game/Entity/QuestManager.cs;Source/NexusForever.Game/Prerequisite/PrerequisiteManager.cs,pending_or_not_applicable,"Quest2 6275 requires questPlayerFactionEnum 1 (Dominion). Retail completion needs faction-specific visibility, accept denial, dialog availability, and client quest smoke."
6275,Cover Me,generic_table_driven,not_retail_complete,required_quest,0,6274,A Captain's Parley,,,6274,,,,mapped_quest_chain_validation_pending_chain_smoke,client_quest2_required_quest_pending_chain_smoke,not_retail_complete,wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/Prerequisite.tbl.sql;Source/NexusForever.Game/Entity/QuestManager.cs;Source/NexusForever.Game/Prerequisite/PrerequisiteManager.cs,pending_or_not_applicable,"Quest2 6275 requires prerequisite quest slot 0 -> Quest2 6274 (A Captain's Parley). Retail completion needs source and target quest visibility/progression, completion-state gating, denial behavior, and chain smoke together."
6276,Looking for Companionship,generic_table_driven,not_retail_complete,level,,,,50,,,,,,mapped_quest_accept_validation_pending_row_smoke,client_quest2_level_gate_pending_accept_smoke,not_retail_complete,wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/Prerequisite.tbl.sql;Source/NexusForever.Game/Entity/QuestManager.cs;Source/NexusForever.Game/Prerequisite/PrerequisiteManager.cs,pending_or_not_applicable,"Quest2 6276 requires character level 50. Retail completion needs quest visibility, accept-denial text, progression-chain behavior, and client smoke for this exact level gate."
6277,Grimvoid Codes,generic_table_driven,not_retail_complete,level,,,,50,,,,,,mapped_quest_accept_validation_pending_row_smoke,client_quest2_level_gate_pending_accept_smoke,not_retail_complete,wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/Prerequisite.tbl.sql;Source/NexusForever.Game/Entity/QuestManager.cs;Source/NexusForever.Game/Prerequisite/PrerequisiteManager.cs,pending_or_not_applicable,"Quest2 6277 requires character level 50. Retail completion needs quest visibility, accept-denial text, progression-chain behavior, and client smoke for this exact level gate."
6277,Grimvoid Codes,generic_table_driven,not_retail_complete,quest_faction,,1,Dominion,,,1,,,,mapped_quest_accept_validation_pending_row_smoke,client_quest2_questPlayerFactionEnum_pending_accept_smoke,not_retail_complete,wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/Prerequisite.tbl.sql;Source/NexusForever.Game/Entity/QuestManager.cs;Source/NexusForever.Game/Prerequisite/PrerequisiteManager.cs,pending_or_not_applicable,"Quest2 6277 requires questPlayerFactionEnum 1 (Dominion). Retail completion needs faction-specific visibility, accept denial, dialog availability, and client quest smoke."
6278,Gone Rotten,no_objectives,not_retail_complete,level,,,,50,,,,,,mapped_quest_accept_validation_pending_row_smoke,client_quest2_level_gate_pending_accept_smoke,not_retail_complete,wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/Prerequisite.tbl.sql;Source/NexusForever.Game/Entity/QuestManager.cs;Source/NexusForever.Game/Prerequisite/PrerequisiteManager.cs,pending_or_not_applicable,"Quest2 6278 requires character level 50. Retail completion needs quest visibility, accept-denial text, progression-chain behavior, and client smoke for this exact level gate."
6279,Redmoon Rhetoric,generic_table_driven,not_retail_complete,level,,,,50,,,,,,mapped_quest_accept_validation_pending_row_smoke,client_quest2_level_gate_pending_accept_smoke,not_retail_complete,wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/Prerequisite.tbl.sql;Source/NexusForever.Game/Entity/QuestManager.cs;Source/NexusForever.Game/Prerequisite/PrerequisiteManager.cs,pending_or_not_applicable,"Quest2 6279 requires character level 50. Retail completion needs quest visibility, accept-denial text, progression-chain behavior, and client smoke for this exact level gate."
6279,Redmoon Rhetoric,generic_table_driven,not_retail_complete,quest_faction,,1,Dominion,,,1,,,,mapped_quest_accept_validation_pending_row_smoke,client_quest2_questPlayerFactionEnum_pending_accept_smoke,not_retail_complete,wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/Prerequisite.tbl.sql;Source/NexusForever.Game/Entity/QuestManager.cs;Source/NexusForever.Game/Prerequisite/PrerequisiteManager.cs,pending_or_not_applicable,"Quest2 6279 requires questPlayerFactionEnum 1 (Dominion). Retail completion needs faction-specific visibility, accept denial, dialog availability, and client quest smoke."
6279,Redmoon Rhetoric,generic_table_driven,not_retail_complete,required_quest,0,6273,Deadman's Landing,,,6273,,,,mapped_quest_chain_validation_pending_chain_smoke,client_quest2_required_quest_pending_chain_smoke,not_retail_complete,wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/Prerequisite.tbl.sql;Source/NexusForever.Game/Entity/QuestManager.cs;Source/NexusForever.Game/Prerequisite/PrerequisiteManager.cs,pending_or_not_applicable,"Quest2 6279 requires prerequisite quest slot 0 -> Quest2 6273 (Deadman's Landing). Retail completion needs source and target quest visibility/progression, completion-state gating, denial behavior, and chain smoke together."
6280,Grave Tidings,generic_table_driven,not_retail_complete,level,,,,50,,,,,,mapped_quest_accept_validation_pending_row_smoke,client_quest2_level_gate_pending_accept_smoke,not_retail_complete,wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/Prerequisite.tbl.sql;Source/NexusForever.Game/Entity/QuestManager.cs;Source/NexusForever.Game/Prerequisite/PrerequisiteManager.cs,pending_or_not_applicable,"Quest2 6280 requires character level 50. Retail completion needs quest visibility, accept-denial text, progression-chain behavior, and client smoke for this exact level gate."
6280,Grave Tidings,generic_table_driven,not_retail_complete,quest_faction,,1,Dominion,,,1,,,,mapped_quest_accept_validation_pending_row_smoke,client_quest2_questPlayerFactionEnum_pending_accept_smoke,not_retail_complete,wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/Prerequisite.tbl.sql;Source/NexusForever.Game/Entity/QuestManager.cs;Source/NexusForever.Game/Prerequisite/PrerequisiteManager.cs,pending_or_not_applicable,"Quest2 6280 requires questPlayerFactionEnum 1 (Dominion). Retail completion needs faction-specific visibility, accept denial, dialog availability, and client quest smoke."
6280,Grave Tidings,generic_table_driven,not_retail_complete,required_quest,0,9730,Crash Site Calamity,,,9730,,,,mapped_quest_chain_validation_pending_chain_smoke,client_quest2_required_quest_pending_chain_smoke,not_retail_complete,wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/Prerequisite.tbl.sql;Source/NexusForever.Game/Entity/QuestManager.cs;Source/NexusForever.Game/Prerequisite/PrerequisiteManager.cs,pending_or_not_applicable,"Quest2 6280 requires prerequisite quest slot 0 -> Quest2 9730 (Crash Site Calamity). Retail completion needs source and target quest visibility/progression, completion-state gating, denial behavior, and chain smoke together."
6281,Dead Rising,generic_table_driven,not_retail_complete,level,,,,50,,,,,,mapped_quest_accept_validation_pending_row_smoke,client_quest2_level_gate_pending_accept_smoke,not_retail_complete,wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/Prerequisite.tbl.sql;Source/NexusForever.Game/Entity/QuestManager.cs;Source/NexusForever.Game/Prerequisite/PrerequisiteManager.cs,pending_or_not_applicable,"Quest2 6281 requires character level 50. Retail completion needs quest visibility, accept-denial text, progression-chain behavior, and client smoke for this exact level gate."
6281,Dead Rising,generic_table_driven,not_retail_complete,quest_faction,,1,Dominion,,,1,,,,mapped_quest_accept_validation_pending_row_smoke,client_quest2_questPlayerFactionEnum_pending_accept_smoke,not_retail_complete,wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/Prerequisite.tbl.sql;Source/NexusForever.Game/Entity/QuestManager.cs;Source/NexusForever.Game/Prerequisite/PrerequisiteManager.cs,pending_or_not_applicable,"Quest2 6281 requires questPlayerFactionEnum 1 (Dominion). Retail completion needs faction-specific visibility, accept denial, dialog availability, and client quest smoke."
6281,Dead Rising,generic_table_driven,not_retail_complete,required_quest,0,9730,Crash Site Calamity,,,9730,,,,mapped_quest_chain_validation_pending_chain_smoke,client_quest2_required_quest_pending_chain_smoke,not_retail_complete,wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/Prerequisite.tbl.sql;Source/NexusForever.Game/Entity/QuestManager.cs;Source/NexusForever.Game/Prerequisite/PrerequisiteManager.cs,pending_or_not_applicable,"Quest2 6281 requires prerequisite quest slot 0 -> Quest2 9730 (Crash Site Calamity). Retail completion needs source and target quest visibility/progression, completion-state gating, denial behavior, and chain smoke together."
6282,Plunderin' Marauders,generic_table_driven,not_retail_complete,level,,,,50,,,,,,mapped_quest_accept_validation_pending_row_smoke,client_quest2_level_gate_pending_accept_smoke,not_retail_complete,wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/Prerequisite.tbl.sql;Source/NexusForever.Game/Entity/QuestManager.cs;Source/NexusForever.Game/Prerequisite/PrerequisiteManager.cs,pending_or_not_applicable,"Quest2 6282 requires character level 50. Retail completion needs quest visibility, accept-denial text, progression-chain behavior, and client smoke for this exact level gate."
6283,Call of the Dark-Heart,generic_table_driven,not_retail_complete,level,,,,50,,,,,,mapped_quest_accept_validation_pending_row_smoke,client_quest2_level_gate_pending_accept_smoke,not_retail_complete,wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/Prerequisite.tbl.sql;Source/NexusForever.Game/Entity/QuestManager.cs;Source/NexusForever.Game/Prerequisite/PrerequisiteManager.cs,pending_or_not_applicable,"Quest2 6283 requires character level 50. Retail completion needs quest visibility, accept-denial text, progression-chain behavior, and client smoke for this exact level gate."
6283,Call of the Dark-Heart,generic_table_driven,not_retail_complete,quest_faction,,1,Dominion,,,1,,,,mapped_quest_accept_validation_pending_row_smoke,client_quest2_questPlayerFactionEnum_pending_accept_smoke,not_retail_complete,wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/Prerequisite.tbl.sql;Source/NexusForever.Game/Entity/QuestManager.cs;Source/NexusForever.Game/Prerequisite/PrerequisiteManager.cs,pending_or_not_applicable,"Quest2 6283 requires questPlayerFactionEnum 1 (Dominion). Retail completion needs faction-specific visibility, accept denial, dialog availability, and client quest smoke."
6283,Call of the Dark-Heart,generic_table_driven,not_retail_complete,required_quest,0,9783,Corrigan's Creepy Concoction,,,9783,,,,mapped_quest_chain_validation_pending_chain_smoke,client_quest2_required_quest_pending_chain_smoke,not_retail_complete,wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/Prerequisite.tbl.sql;Source/NexusForever.Game/Entity/QuestManager.cs;Source/NexusForever.Game/Prerequisite/PrerequisiteManager.cs,pending_or_not_applicable,"Quest2 6283 requires prerequisite quest slot 0 -> Quest2 9783 (Corrigan's Creepy Concoction). Retail completion needs source and target quest visibility/progression, completion-state gating, denial behavior, and chain smoke together."
