owner_id,quest_id,quest_title,quest_bucket,quest_completion_status,quest_link_status,script_kind,script_class,script_path,owner_ids_on_attribute,evidence_status,evidence_sources,manual_validation,completion_status,blocker_summary
3797,3797,Securing the Area,curated_full,not_retail_complete,current_quest,quest_script,Q3797SecuringTheAreaQuestScript,Source\NexusForever.Script.Main\Quests\NorthernWilds\Q3797SecuringTheArea.cs,3797,runtime_q3797_durek_receiver_objective_spawn_and_generic_credit_paths_tested_pending_client_smoke,wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/QuestObjective.tbl.sql;wildstar_client_mysql/TargetGroup.tbl.sql;wildstar_client_mysql/Creature2.tbl.sql;wildstar_client_mysql/WorldLocation2.tbl.sql;wildstar_client_mysql/CommunicatorMessages.tbl.sql;Tools/DataMapping/output/creature_quest_map.csv;Tools/DataMapping/output/quest_objective_map.csv;Tools/DataMapping/output/creature_spawn_map.csv;Source/NexusForever.Script.Main/Quests/NorthernWilds/NorthernWildsMapScript.cs;Source/NexusForever.Script.Main/Quests/NorthernWilds/Q3797SecuringTheArea.cs;Source/NexusForever.Game/Quest/GlobalQuestManager.cs;Source/NexusForever.Game/Quest/Quest.cs;Source/NexusForever.Game/Quest/QuestObjective.cs;Source/NexusForever.Game/AssetManager.cs;Source/NexusForever.Game/Entity/QuestManager.cs;Source/NexusForever.Game/Entity/UnitEntity.cs;Source/NexusForever.Game.Tests/Quests/NorthernWildsBranchInteractionTests.cs;Source/NexusForever.Game.Tests/Quest/GlobalQuestManagerPartialTableTests.cs;Source/NexusForever.Game.Tests/Quest/AssetManagerTargetGroupTests.cs;Source/NexusForever.Game.Tests/Quest/QuestTests.cs;Decomp/Analysis/QUEST_IMPLEMENTATION_STATUS.md,pending,not_retail_complete,"Q3797 now has focused-test-backed server availability through NorthernWildsMapScript fallbacks for build 16042 Creature2 11066 Land's Reach Commander Durek at Quest2 receiver WorldLocation2 7727 and eight reviewed rootbrute/yeti objective targets around the build 16042 indicator locations 9181/9182/9962. DataMapping relation overrides review Q3797 starter/finisher rows 166/1693 to 11066 while preserving the original 435/11061 bridge as source-spawn context, and standard Creature2 indexing covers the visible 11066 Q3797 giver/receiver route. The Q3797 quest script remains lifecycle-only while generic target-group expansion and KillTargetGroups handling provide objective credit. Retail completion still needs client-visible Durek dialog/activation smoke, live/client combat smoke, exact placement/density/respawn/tap/threat behavior, type-9/non-spawned branch review, reward/achievement side effects, Q3486 prerequisite flow smoke, and end-to-end Q3797 smoke."
3886,3886,Fiery Distraction,curated_full,not_retail_complete,current_quest,quest_script,Q3886FieryDistractionQuestScript,Source\NexusForever.Script.Main\Quests\NorthernWilds\Q3886FieryDistraction.cs,3886,runtime_q3886_torch_hut_spawn_and_generic_credit_paths_tested_pending_client_smoke,wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/QuestObjective.tbl.sql;wildstar_client_mysql/TargetGroup.tbl.sql;wildstar_client_mysql/Creature2.tbl.sql;wildstar_client_mysql/WorldLocation2.tbl.sql;Tools/DataMapping/output/creature_quest_map.csv;Tools/DataMapping/output/quest_objective_map.csv;Tools/DataMapping/output/creature_spawn_map.csv;Source/NexusForever.Script.Main/Quests/NorthernWilds/NorthernWildsMapScript.cs;Source/NexusForever.Script.Main/Quests/NorthernWilds/Q3886FieryDistraction.cs;Source/NexusForever.WorldServer/Network/Message/Handler/Entity/InteractionObjectiveUpdater.cs;Source/NexusForever.Game/Spell/SpellEffectHandler.cs;Source/NexusForever.Game/Quest/Quest.cs;Source/NexusForever.Game/Quest/QuestObjective.cs;Source/NexusForever.Game.Tests/Quests/NorthernWildsBranchInteractionTests.cs;Source/NexusForever.Game.Tests/Quests/NorthernWildsQuestChainTests.cs;Source/NexusForever.Game.Tests/Entity/InteractionObjectiveUpdaterTests.cs;Decomp/Analysis/QUEST_IMPLEMENTATION_STATUS.md,pending,not_retail_complete,"Q3886 now has focused-test-backed server availability through NorthernWildsMapScript fallbacks for build 16042 Creature2 11066 Land's Reach Commander Durek at Quest2 receiver WorldLocation2 7727, four current reviewed Burning Torch 13630 placements from DataMapping source_coordinate_ids 2425, 124555, 142844, and 1585277 for SucceedCSI objective 5053, and nine current reviewed Skeech Hut 13623 placements from DataMapping source_coordinate_ids 2309, 2310, 2311, 2312, 2313, 2314, 14843, 115795, and 115796 for ActivateTargetGroupChecklist objective 5052 with assigning unique checklist indexes 0 through 8 so QuestObjective 5052's count 3 completes after any three distinct huts. The Q3886 quest script remains lifecycle/follow-up-only while generic interaction and activate-spell paths provide objective credit, and completion grants Q3673 through FollowUpQuestScript coverage. Focused QuestManager coverage grants each build 16042 selectable reward item and fires the quest achievement hooks at visible Durek 11066. Retail completion still needs client-visible Durek dialog/activation smoke, exact torch/hut activate/CSI packet smoke, hut burn/despawn/respawn behavior, reward-choice UI/persistence and achievement UI smoke, and end-to-end Q3886 -> Q3673 smoke."
3963,3963,More Important Than Revenge,curated_full,not_retail_complete,current_quest,quest_script,Q3963MoreImportantThanRevengeQuestScript,Source\NexusForever.Script.Main\Quests\NorthernWilds\Q3963MoreImportantThanRevenge.cs,3963,runtime_q3963_ship_controls_and_deadeye_receiver_paths_tested_pending_client_smoke,wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/QuestObjective.tbl.sql;wildstar_client_mysql/TargetGroup.tbl.sql;wildstar_client_mysql/Creature2.tbl.sql;wildstar_client_mysql/WorldLocation2.tbl.sql;Tools/DataMapping/review/creature_bridge_overrides.csv;Tools/DataMapping/output/creature_quest_map.csv;Tools/DataMapping/output/creature_spawn_map.csv;Tools/DataMapping/sql/runtime_world_seed.sql;Source/NexusForever.Script.Main/Quests/NorthernWilds/NorthernWildsMapScript.cs;Source/NexusForever.Script.Main/Quests/NorthernWilds/Q3487Shellshock.cs;Source/NexusForever.Script.Main/Quests/NorthernWilds/Q3963MoreImportantThanRevenge.cs;Source/NexusForever.Script.Main/Quests/Galeras/GalerasMapScript.cs;Source/NexusForever.Script.Main/Transport/WorldLocationTeleporterEntityScript.cs;Source/NexusForever.WorldServer/Network/Message/Handler/Entity/InteractionObjectiveUpdater.cs;Source/NexusForever.WorldServer/Network/Message/Handler/Entity/ClientActivateUnitCastHandler.cs;Source/NexusForever.Game/AssetManager.cs;Source/NexusForever.Game/Quest/GlobalQuestManager.cs;Source/NexusForever.Game/Entity/QuestManager.cs;Source/NexusForever.Game/Quest/QuestObjective.cs;Source/NexusForever.Game.Tests/Quests/NorthernWildsBranchInteractionTests.cs;Source/NexusForever.Game.Tests/Quests/NorthernWildsQuestChainTests.cs;Source/NexusForever.Game.Tests/Quests/GalerasMapScriptTests.cs;Source/NexusForever.Game.Tests/Transport/WorldLocationTeleporterEntityScriptTests.cs;Source/NexusForever.Game.Tests/Entity/ClientActivateUnitCastHandlerTests.cs;Source/NexusForever.Game.Tests/Quest/GlobalQuestManagerPartialTableTests.cs;Source/NexusForever.Game.Tests/Quest/QuestTests.cs;Source/NexusForever.Game.Tests/Quest/AssetManagerTargetGroupTests.cs;Source/NexusForever.Game.Tests/Quest/QuestObjectiveTests.cs;Decomp/Analysis/QUEST_IMPLEMENTATION_STATUS.md,pending,not_retail_complete,"Q3963 now has focused-test-backed server availability for its build 16042 Ship Controls route and Galeras Deadeye receiver route: NorthernWildsMapScript fallback-spawns Creature2 27196 at objective indicator WorldLocation2 ids 45401 and 45402, generic direct ActivateEntity reward-pane target-group expansion and the Q3963 activate-cast guard handle objective 5201 credit for TargetGroup 7573, GalerasMapScript fallback-spawns Creature2 16622 at receiver WorldLocation2 12354 matching reviewed DataMapping source_coordinate_id 837, and GlobalQuestManager/QuestManager coverage caches 16622 as the client-table-backed receiver and completes achieved Q3963 only when that receiver is visible. Q3487Shellshock grants Q3963 as the follow-up, while the reviewed 11063 starter context remains pending visible-client proof because build 16042 Creature2 11063 does not list Q3963 in QuestIdGiven. Q3963 remains not retail-complete pending client-visible Ship Controls activation smoke, Deadeye receiver dialog smoke, Q3487-to-Q3963 client flow smoke, exact reward/achievement side effects, and end-to-end Q3963 validation."
4526,4526,Spatial Anomaly,generic_with_script,not_retail_complete,current_quest,quest_script,Q4526SpatialAnomalyQuestScript,Source\NexusForever.Script.Main\Quests\NorthernWilds\Q4526SpatialAnomaly.cs,4526,runtime_q4526_wreckage_anomaly_credit_and_duplicate_guard_script_tested_pending_client_smoke,Source/NexusForever.Script.Main/Quests/NorthernWilds/Q4526SpatialAnomaly.cs;Source/NexusForever.Script.Main/Quests/NorthernWilds/NorthernWildsMapScript.cs;Source/NexusForever.Game.Tests/Quests/NorthernWildsBranchInteractionTests.cs;wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/QuestObjective.tbl.sql;wildstar_client_mysql/Creature2.tbl.sql;wildstar_client_mysql/WorldLocation2.tbl.sql;Tools/DataMapping/output/quest_objective_map.csv;Tools/DataMapping/output/creature_quest_map.csv;Tools/DataMapping/output/creature_spawn_map.csv,pending,not_retail_complete,"Q4526 now has focused-test-backed Script.Main producers for wreckage investigation objective 6164 at world location 9706 and Spatial Anomaly catch objective 6165 on Creature2 12535, including same-player duplicate suppression across proximity and activation catch paths, plus a Northern Wilds fallback spawn for Scientist Pristan at Quest2 receiver location 11669 and an anomaly fallback spawn at world location 40764. Retail completion still needs exact anomaly movement/chase/despawn behavior, client-visible dialog/activation smoke, reward/achievement side effects, and end-to-end quest smoke."
4666,4666,Take the Fight to Them,generic_with_script,not_retail_complete,current_quest,quest_script,Q4666TakeTheFightToThemQuestScript,Source\NexusForever.Script.Main\Quests\NorthernWilds\Q4666TakeTheFightToThem.cs,4666,runtime_generic_quest_script_hook_pending_world_smoke,Source/NexusForever.Script.Main;wildstar_client_mysql/Quest2.tbl.sql;Tools/WikiArchiveAudit/quest_implementation_audit.py;Decomp/Analysis/QUEST_IMPLEMENTATION_STATUS.md,pending,not_retail_complete,"Quest script hook is tracked, but retail completion needs objective/follow-up behavior proof, reward and achievement side effects, automated coverage, and client/manual smoke."
4667,4667,Burn It Down,generic_with_script,not_retail_complete,current_quest,quest_script,Q4667BurnItDownQuestScript,Source\NexusForever.Script.Main\Quests\NorthernWilds\Q4667BurnItDown.cs,4667,runtime_generic_quest_script_hook_pending_world_smoke,Source/NexusForever.Script.Main;wildstar_client_mysql/Quest2.tbl.sql;Tools/WikiArchiveAudit/quest_implementation_audit.py;Decomp/Analysis/QUEST_IMPLEMENTATION_STATUS.md,pending,not_retail_complete,"Quest script hook is tracked, but retail completion needs objective/follow-up behavior proof, reward and achievement side effects, automated coverage, and client/manual smoke."
4694,4694,Hold the Line,generic_with_script,not_retail_complete,current_quest,quest_related_runtime_script,Q4694HoldTheLineStormwingStrikerEntityScript,Source\NexusForever.Script.Main\Quests\Galeras\Q4694HoldTheLine.cs,4694,runtime_quest_related_holdout_credit_script_tested_pending_dialog_client_smoke,Source/NexusForever.Script.Main/Quests/Galeras/Q4694HoldTheLine.cs;Source/NexusForever.Game.Tests/Quests/GalerasQuestScriptTests.cs;wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/QuestObjective.tbl.sql;wildstar_client_mysql/Creature2.tbl.sql;Tools/DataMapping/output/quest_objective_map.csv;Tools/DataMapping/output/creature_spawn_map.csv;Tools/DataMapping/sql/runtime_world_seed.sql;Decomp/Analysis/QUEST_IMPLEMENTATION_STATUS.md,pending,not_retail_complete,"Q4694 now has a creature-owned Script.Main holdout credit hook for Creature2 23953 to QuestObjectiveType.CompleteEvent data 111, and runtime_world_seed.sql already promotes 93 Creature2 23953 rows in world 51 / area 973, including 23 near Trooper Vog. Trooper Vog direct activation credit for objective 16115 is covered by the generic interaction path. Retail completion still needs client-visible Vog dialog/activation smoke, exact holdout mechanics, rewards, and client/manual smoke."
4696,4696,Leaving the Temple of Osiric,generic_with_script,not_retail_complete,current_quest,quest_script,Q4696LeavingTheTempleOfOsiricQuestScript,Source\NexusForever.Script.Main\Quests\NorthernWilds\Q4696LeavingTheTempleOfOsiric.cs,4696,runtime_generic_quest_script_followup_4694_tested_pending_objective_and_client_smoke,Source/NexusForever.Script.Main/Quests/NorthernWilds/Q4696LeavingTheTempleOfOsiric.cs;Source/NexusForever.Game.Tests/Quests/NorthernWildsQuestChainTests.cs;wildstar_client_mysql/Quest2.tbl.sql;Tools/WikiArchiveAudit/quest_implementation_audit.py;Decomp/Analysis/QUEST_IMPLEMENTATION_STATUS.md,pending,not_retail_complete,"Q4696 now uses the standard FollowUpQuestScript handoff and focused NorthernWildsQuestChain coverage pins completion granting Q4694, but retail completion still needs objective trigger ownership, exact retreat/rally script timing, reward and achievement side effects, and client/manual smoke."
5573,5573,Powering Down,curated_full,not_retail_complete,current_quest,quest_script,Q5573PoweringDownQuestScript,Source\NexusForever.Script.Main\Quests\CrimsonIsle\Q5573PoweringDown.cs,5573,runtime_q5573_power_regulator_spawn_checklist_credit_and_completion_script_tested_pending_client_smoke,wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/QuestObjective.tbl.sql;wildstar_client_mysql/TargetGroup.tbl.sql;wildstar_client_mysql/Creature2.tbl.sql;wildstar_client_mysql/WorldLocation2.tbl.sql;Tools/DataMapping/output/quest_objective_map.csv;Tools/DataMapping/output/creature_quest_map.csv;Tools/DataMapping/output/creature_spawn_map.csv;Source/NexusForever.Script.Main/Quests/CrimsonIsle/CrimsonIsleMapScript.cs;Source/NexusForever.Script.Main/Quests/CrimsonIsle/Q5573PoweringDown.cs;Source/NexusForever.Script.Main/Quests/CrimsonIsle/Q5575.cs;Source/NexusForever.WorldServer/Network/Message/Handler/Entity/InteractionObjectiveUpdater.cs;Source/NexusForever.Game/Spell/SpellEffectHandler.cs;Source/NexusForever.Game.Tests/Quests/CrimsonIsleBranchInteractionTests.cs;Source/NexusForever.Game.Tests/Quest/QuestTests.cs;Decomp/Analysis/QUEST_IMPLEMENTATION_STATUS.md;Decomp/Analysis/QUEST_IMPLEMENTATION_STATUS.md,pending,not_retail_complete,"Q5573 now has focused-test-backed server availability for three reviewed Power Regulator 24999 placements from DataMapping source_coordinate_ids 15177, 15176, and 15178 in world 870 area 1217 at the Megatech Shield Generator, with Creature2 24999 Simple entities and checklist indexes 1, 2, and 3 aligned to TargetGroup 2541. The stale single Creature2 24219 Q5573 fallback was removed. Generic interaction and activate-spell paths credit ActivateTargetGroupChecklist objective 8229, Q5573PoweringDownQuestScript queues the completion cinematic and hidden objective 12870 after 8229 completes, and completion grants Q5596 through the either-branch gate. Q5573 remains not retail-complete pending exact client activation/UI smoke, active-prop visual/despawn/respawn behavior, cinematic timing smoke, reward/progression side effects, and end-to-end Q5573->Q5596 smoke."
5575,5575,Seizing Power,curated_full,not_retail_complete,current_quest,quest_script,Q5575QuestScript,Source\NexusForever.Script.Main\Quests\CrimsonIsle\Q5575.cs,5575,runtime_q5575_power_regulator_spawn_checklist_credit_and_completion_script_tested_pending_client_smoke,wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/QuestObjective.tbl.sql;wildstar_client_mysql/TargetGroup.tbl.sql;wildstar_client_mysql/Creature2.tbl.sql;wildstar_client_mysql/WorldLocation2.tbl.sql;Tools/DataMapping/output/quest_objective_map.csv;Tools/DataMapping/output/creature_quest_map.csv;Tools/DataMapping/output/creature_spawn_map.csv;Source/NexusForever.Script.Main/Quests/CrimsonIsle/CrimsonIsleMapScript.cs;Source/NexusForever.Script.Main/Quests/CrimsonIsle/Q5573PoweringDown.cs;Source/NexusForever.Script.Main/Quests/CrimsonIsle/Q5575.cs;Source/NexusForever.WorldServer/Network/Message/Handler/Entity/InteractionObjectiveUpdater.cs;Source/NexusForever.Game/Spell/SpellEffectHandler.cs;Source/NexusForever.Game.Tests/Quests/CrimsonIsleBranchInteractionTests.cs;Source/NexusForever.Game.Tests/Quest/QuestTests.cs;Decomp/Analysis/QUEST_IMPLEMENTATION_STATUS.md;Decomp/Analysis/QUEST_IMPLEMENTATION_STATUS.md,pending,not_retail_complete,"Q5575 now shares the focused-test-backed three reviewed Power Regulator 24999 placements from DataMapping source_coordinate_ids 15177, 15176, and 15178 in world 870 area 1217 with Q5573, using Creature2 24999 Simple entities and checklist indexes 1, 2, and 3 for TargetGroup 2541. Generic interaction and activate-spell paths credit ActivateTargetGroupChecklist objective 8371, Q5575QuestScript now credits hidden objective 12871 after 8371 completes without inventing an unproven cinematic, and completion grants Q5596 through the either-branch gate. Q5575 remains not retail-complete pending exact client activation/UI smoke, active-prop visual/despawn/respawn behavior, hidden-objective timing smoke, reward/progression side effects, and end-to-end Q5575->Q5596 smoke."
5580,5580,Enforced Radio Silence,curated_full,not_retail_complete,current_quest,quest_script,Q5580QuestScript,Source\NexusForever.Script.Main\Quests\CrimsonIsle\Q5580.cs,5580,runtime_q5580_tower_controls_kezrek_receiver_and_merge_gate_script_tested_pending_client_smoke,wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/QuestObjective.tbl.sql;wildstar_client_mysql/TargetGroup.tbl.sql;wildstar_client_mysql/Creature2.tbl.sql;wildstar_client_mysql/WorldLocation2.tbl.sql;Tools/DataMapping/output/creature_quest_map.csv;Tools/DataMapping/output/creature_spawn_map.csv;Tools/DataMapping/sql/verify_safe_world_imports.sql;Source/NexusForever.Script.Main/Quests/CrimsonIsle/CrimsonIsleMapScript.cs;Source/NexusForever.Script.Main/Quests/CrimsonIsle/Q5580.cs;Source/NexusForever.WorldServer/Network/Message/Handler/Entity/InteractionObjectiveUpdater.cs;Source/NexusForever.Game/Spell/SpellEffectHandler.cs;Source/NexusForever.Game.Tests/Quests/CrimsonIsleBranchInteractionTests.cs;Source/NexusForever.Game.Tests/Quests/CrimsonIsleQuestChainTests.cs;Source/NexusForever.Game.Tests/Entity/InteractionObjectiveUpdaterTests.cs;Decomp/Analysis/QUEST_IMPLEMENTATION_STATUS.md;wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/QuestObjective.tbl.sql;wildstar_client_mysql/TargetGroup.tbl.sql;wildstar_client_mysql/Creature2.tbl.sql;wildstar_client_mysql/WorldLocation2.tbl.sql;Tools/DataMapping/output/quest_objective_map.csv;Tools/DataMapping/output/creature_quest_map.csv;Tools/DataMapping/output/creature_spawn_map.csv;Source/NexusForever.Script.Main/Quests/CrimsonIsle/CrimsonIsleMapScript.cs;Source/NexusForever.Script.Main/Quests/CrimsonIsle/Q5583.cs;Source/NexusForever.Script.Main/Quests/CrimsonIsle/Q5594LastResistance.cs;Source/NexusForever.Game/AssetManager.cs;Source/NexusForever.Game/Quest/Quest.cs;Source/NexusForever.Game/Quest/QuestObjective.cs;Source/NexusForever.Game/Entity/UnitEntity.cs;Source/NexusForever.Game.Tests/Quests/CrimsonIsleBranchInteractionTests.cs;Source/NexusForever.Game.Tests/Quests/CrimsonIsleQuestChainTests.cs;Source/NexusForever.Game.Tests/Quest/AssetManagerTargetGroupTests.cs;Source/NexusForever.Game.Tests/Quest/QuestTests.cs;Decomp/Analysis/QUEST_IMPLEMENTATION_STATUS.md;Source/NexusForever.Game/Quest/GlobalQuestManager.cs;Source/NexusForever.Game.Tests/Quest/GlobalQuestManagerPartialTableTests.cs;Decomp/Analysis/QUEST_IMPLEMENTATION_STATUS.md,pending,not_retail_complete,"Q5580 now has focused-test-backed server availability for the two build 16042 Tower Controls 26559 Simple entities at Megatech Station, with checklist indexes 1 and 2 plus activePropIds 1137353 and 1137404. Generic interaction and activate-spell paths credit ActivateTargetGroupChecklist objective 8227, CrimsonIsleMapScript fallback-spawns Kezrek Warbringer 24158 at receiver location 17902, and GlobalQuestManager coverage uses the reviewed finisher relation 1559 as a Q5580 receiver override because Creature2 24158 omits Q5580 from direct QuestIdReceive slots. Q5580QuestScript preserves the Q5594 merge gate by granting Last Resistance only after Q5580 and Q5583 are both completed. Q5580 remains not retail-complete pending exact client activate/UI smoke, active-prop visual/despawn/respawn behavior, Kezrek dialog smoke and starter-slot explanation, reward/progression side effects, and end-to-end Q5604->Q5580/Q5583->Q5594 smoke."
5583,5583,Heavy Armor,curated_full,not_retail_complete,current_quest,quest_script,Q5583QuestScript,Source\NexusForever.Script.Main\Quests\CrimsonIsle\Q5583.cs,5583,runtime_q5583_heavy_armor_targets_kezrek_receiver_and_merge_gate_script_tested_pending_client_smoke,wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/QuestObjective.tbl.sql;wildstar_client_mysql/TargetGroup.tbl.sql;wildstar_client_mysql/Creature2.tbl.sql;wildstar_client_mysql/WorldLocation2.tbl.sql;Tools/DataMapping/output/creature_quest_map.csv;Tools/DataMapping/output/creature_spawn_map.csv;Tools/DataMapping/sql/verify_safe_world_imports.sql;Source/NexusForever.Script.Main/Quests/CrimsonIsle/CrimsonIsleMapScript.cs;Source/NexusForever.Script.Main/Quests/CrimsonIsle/Q5580.cs;Source/NexusForever.WorldServer/Network/Message/Handler/Entity/InteractionObjectiveUpdater.cs;Source/NexusForever.Game/Spell/SpellEffectHandler.cs;Source/NexusForever.Game.Tests/Quests/CrimsonIsleBranchInteractionTests.cs;Source/NexusForever.Game.Tests/Quests/CrimsonIsleQuestChainTests.cs;Source/NexusForever.Game.Tests/Entity/InteractionObjectiveUpdaterTests.cs;Decomp/Analysis/QUEST_IMPLEMENTATION_STATUS.md;wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/QuestObjective.tbl.sql;wildstar_client_mysql/TargetGroup.tbl.sql;wildstar_client_mysql/Creature2.tbl.sql;wildstar_client_mysql/WorldLocation2.tbl.sql;Tools/DataMapping/output/quest_objective_map.csv;Tools/DataMapping/output/creature_quest_map.csv;Tools/DataMapping/output/creature_spawn_map.csv;Source/NexusForever.Script.Main/Quests/CrimsonIsle/CrimsonIsleMapScript.cs;Source/NexusForever.Script.Main/Quests/CrimsonIsle/Q5583.cs;Source/NexusForever.Script.Main/Quests/CrimsonIsle/Q5594LastResistance.cs;Source/NexusForever.Game/AssetManager.cs;Source/NexusForever.Game/Quest/Quest.cs;Source/NexusForever.Game/Quest/QuestObjective.cs;Source/NexusForever.Game/Entity/UnitEntity.cs;Source/NexusForever.Game.Tests/Quests/CrimsonIsleBranchInteractionTests.cs;Source/NexusForever.Game.Tests/Quests/CrimsonIsleQuestChainTests.cs;Source/NexusForever.Game.Tests/Quest/AssetManagerTargetGroupTests.cs;Source/NexusForever.Game.Tests/Quest/QuestTests.cs;Decomp/Analysis/QUEST_IMPLEMENTATION_STATUS.md;Source/NexusForever.Game/Quest/GlobalQuestManager.cs;Source/NexusForever.Game.Tests/Quest/GlobalQuestManagerPartialTableTests.cs;Decomp/Analysis/QUEST_IMPLEMENTATION_STATUS.md,pending,not_retail_complete,"Q5583 now has focused-test-backed server availability for build 16042 Heavy Armor kill targets: Hellfire Tank 24255 and Vindicator Tank 24452 for objective 8231 plus six reviewed Megatech target-group members for objective 8372. Exact AssetManager target-group expansion coverage pins TargetGroups 3737 and 3812, generic UnitEntity kill-credit coverage maps target-group members to KillTargetGroups objectives, CrimsonIsleMapScript fallback-spawns Kezrek Warbringer 24158 at receiver location 17902, and GlobalQuestManager coverage uses the reviewed finisher relation 1560 as a Q5583 receiver override because Creature2 24158 omits Q5583 from direct QuestIdReceive slots. Q5583QuestScript preserves the Q5594 merge gate by granting Last Resistance only after Q5580 and Q5583 are both completed. Q5583 remains not retail-complete pending client tank/combat smoke, full target density review, Kezrek dialog/turn-in smoke and starter-slot explanation, reward/progression side effects, achievement UI, and end-to-end Q5604->Q5580/Q5583->Q5594 smoke."
5584,5584,Venomous Intent,curated_full,not_retail_complete,current_quest,quest_script,Q5584QuestScript,Source\NexusForever.Script.Main\Quests\CrimsonIsle\Q5584VenomousIntentQuestScript.cs,5584,runtime_curated_quest_script_pending_manual_smoke,Source/NexusForever.Script.Main;wildstar_client_mysql/Quest2.tbl.sql;Tools/WikiArchiveAudit/quest_implementation_audit.py;Decomp/Analysis/QUEST_IMPLEMENTATION_STATUS.md,pending,not_retail_complete,"Quest script hook is tracked, but retail completion needs objective/follow-up behavior proof, reward and achievement side effects, automated coverage, and client/manual smoke."
5593,5593,"Mind the Mines, Scrap the Scrab",curated_full,not_retail_complete,current_quest,quest_script,Q5593QuestScript,Source\NexusForever.Script.Main\Quests\CrimsonIsle\Q5593.cs,5593,runtime_curated_quest_script_pending_manual_smoke,Source/NexusForever.Script.Main;wildstar_client_mysql/Quest2.tbl.sql;Tools/WikiArchiveAudit/quest_implementation_audit.py;Decomp/Analysis/QUEST_IMPLEMENTATION_STATUS.md,pending,not_retail_complete,"Quest script hook is tracked, but retail completion needs objective/follow-up behavior proof, reward and achievement side effects, automated coverage, and client/manual smoke."
