quest_id,quest_title,quest_bucket,quest_completion_status,quest_link_status,reward_kind,source_map,source_reward_id,jabbithole_quest_id,jabbithole_quest_name,client_quest_name,jabbithole_reward_object_id,client_reward_object_id,jabbithole_reward_name,client_reward_name,game_reward_id,canonical_reward_ids,canonical_reward_match_status,amount,fixed_reward,last_seen_in,evidence_status,evidence_sources,manual_validation,completion_status,blocker_summary
6098,Class VIII Logistics: Medical Supplies,generic_table_driven,not_retail_complete,current_quest,currency,quest_reward_currency_map.csv,1683,1966,Class VIII Logistics: Medical Supplies,Class VIII Logistics: Medical Supplies,5,4,Crafting Vouchers,,4560,,,316,true,7,datamapping_jabbithole_currency_reward_matched_pending_grant_smoke,Tools/DataMapping/output/quest_reward_currency_map.csv;Tools/DataMapping/map_wildstar_data.py;wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/Quest2Reward.tbl.sql;wildstar_client_mysql/CurrencyType.tbl.sql;Source/NexusForever.Game/Quest,pending,not_retail_complete,"quest_reward_currency_map.csv source_reward_id 1683 maps Quest2 6098 currency reward from Jabbithole currency 5 (Crafting Vouchers) to CurrencyType 4 via Quest2Reward 4560 amount 316 fixed_reward=true. Retail completion needs fixed/choice semantics, runtime grant and persistence, reward UI presentation, and client quest smoke."
6098,Class VIII Logistics: Medical Supplies,generic_table_driven,not_retail_complete,current_quest,tradeskill,quest_reward_tradeskill_map.csv,111,1966,Class VIII Logistics: Medical Supplies,Class VIII Logistics: Medical Supplies,12,34,Technologist,,3249,,,332,true,7,datamapping_jabbithole_tradeskill_reward_matched_pending_grant_smoke,Tools/DataMapping/output/quest_reward_tradeskill_map.csv;Tools/DataMapping/map_wildstar_data.py;wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/Quest2Reward.tbl.sql;wildstar_client_mysql/Tradeskill.tbl.sql;Source/NexusForever.Game/Quest,pending,not_retail_complete,"quest_reward_tradeskill_map.csv source_reward_id 111 maps Quest2 6098 tradeskill reward from Jabbithole tradeskill 12 (Technologist) to Tradeskill 34 via Quest2Reward 3249 amount 332 fixed_reward=true. Retail completion needs fixed/choice semantics, runtime grant and persistence, reward UI presentation, and client quest smoke."
6099,Medical Supply Contract: Algoroc,generic_table_driven,not_retail_complete,current_quest,currency,quest_reward_currency_map.csv,1685,1968,Medical Supply Contract: Algoroc,Medical Supply Contract: Algoroc,5,4,Crafting Vouchers,,4561,,,474,true,7,datamapping_jabbithole_currency_reward_matched_pending_grant_smoke,Tools/DataMapping/output/quest_reward_currency_map.csv;Tools/DataMapping/map_wildstar_data.py;wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/Quest2Reward.tbl.sql;wildstar_client_mysql/CurrencyType.tbl.sql;Source/NexusForever.Game/Quest,pending,not_retail_complete,"quest_reward_currency_map.csv source_reward_id 1685 maps Quest2 6099 currency reward from Jabbithole currency 5 (Crafting Vouchers) to CurrencyType 4 via Quest2Reward 4561 amount 474 fixed_reward=true. Retail completion needs fixed/choice semantics, runtime grant and persistence, reward UI presentation, and client quest smoke."
6099,Medical Supply Contract: Algoroc,generic_table_driven,not_retail_complete,current_quest,tradeskill,quest_reward_tradeskill_map.csv,113,1968,Medical Supply Contract: Algoroc,Medical Supply Contract: Algoroc,12,34,Technologist,,3968,,,550,true,7,datamapping_jabbithole_tradeskill_reward_matched_pending_grant_smoke,Tools/DataMapping/output/quest_reward_tradeskill_map.csv;Tools/DataMapping/map_wildstar_data.py;wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/Quest2Reward.tbl.sql;wildstar_client_mysql/Tradeskill.tbl.sql;Source/NexusForever.Game/Quest,pending,not_retail_complete,"quest_reward_tradeskill_map.csv source_reward_id 113 maps Quest2 6099 tradeskill reward from Jabbithole tradeskill 12 (Technologist) to Tradeskill 34 via Quest2Reward 3968 amount 550 fixed_reward=true. Retail completion needs fixed/choice semantics, runtime grant and persistence, reward UI presentation, and client quest smoke."
6107,Architectural Aptitude,generic_table_driven,not_retail_complete,current_quest,currency,quest_reward_currency_map.csv,288,680,Architectural Aptitude,Architectural Aptitude,5,4,Crafting Vouchers,,4562,,,211,true,7,datamapping_jabbithole_currency_reward_matched_pending_grant_smoke,Tools/DataMapping/output/quest_reward_currency_map.csv;Tools/DataMapping/map_wildstar_data.py;wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/Quest2Reward.tbl.sql;wildstar_client_mysql/CurrencyType.tbl.sql;Source/NexusForever.Game/Quest,pending,not_retail_complete,"quest_reward_currency_map.csv source_reward_id 288 maps Quest2 6107 currency reward from Jabbithole currency 5 (Crafting Vouchers) to CurrencyType 4 via Quest2Reward 4562 amount 211 fixed_reward=true. Retail completion needs fixed/choice semantics, runtime grant and persistence, reward UI presentation, and client quest smoke."
6107,Architectural Aptitude,generic_table_driven,not_retail_complete,current_quest,tradeskill,quest_reward_tradeskill_map.csv,21,680,Architectural Aptitude,Architectural Aptitude,6,40,Architect,,3970,,,10,true,7,datamapping_jabbithole_tradeskill_reward_matched_pending_grant_smoke,Tools/DataMapping/output/quest_reward_tradeskill_map.csv;Tools/DataMapping/map_wildstar_data.py;wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/Quest2Reward.tbl.sql;wildstar_client_mysql/Tradeskill.tbl.sql;Source/NexusForever.Game/Quest,pending,not_retail_complete,"quest_reward_tradeskill_map.csv source_reward_id 21 maps Quest2 6107 tradeskill reward from Jabbithole tradeskill 6 (Architect) to Tradeskill 40 via Quest2Reward 3970 amount 10 fixed_reward=true. Retail completion needs fixed/choice semantics, runtime grant and persistence, reward UI presentation, and client quest smoke."
6108,Bramble Basics,generic_table_driven,not_retail_complete,current_quest,currency,quest_reward_currency_map.csv,287,679,Bramble Basics,Bramble Basics,5,4,Crafting Vouchers,,4563,,,316,true,7,datamapping_jabbithole_currency_reward_matched_pending_grant_smoke,Tools/DataMapping/output/quest_reward_currency_map.csv;Tools/DataMapping/map_wildstar_data.py;wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/Quest2Reward.tbl.sql;wildstar_client_mysql/CurrencyType.tbl.sql;Source/NexusForever.Game/Quest,pending,not_retail_complete,"quest_reward_currency_map.csv source_reward_id 287 maps Quest2 6108 currency reward from Jabbithole currency 5 (Crafting Vouchers) to CurrencyType 4 via Quest2Reward 4563 amount 316 fixed_reward=true. Retail completion needs fixed/choice semantics, runtime grant and persistence, reward UI presentation, and client quest smoke."
6108,Bramble Basics,generic_table_driven,not_retail_complete,current_quest,tradeskill,quest_reward_tradeskill_map.csv,20,679,Bramble Basics,Bramble Basics,6,40,Architect,,3972,,,16,true,7,datamapping_jabbithole_tradeskill_reward_matched_pending_grant_smoke,Tools/DataMapping/output/quest_reward_tradeskill_map.csv;Tools/DataMapping/map_wildstar_data.py;wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/Quest2Reward.tbl.sql;wildstar_client_mysql/Tradeskill.tbl.sql;Source/NexusForever.Game/Quest,pending,not_retail_complete,"quest_reward_tradeskill_map.csv source_reward_id 20 maps Quest2 6108 tradeskill reward from Jabbithole tradeskill 6 (Architect) to Tradeskill 40 via Quest2Reward 3972 amount 16 fixed_reward=true. Retail completion needs fixed/choice semantics, runtime grant and persistence, reward UI presentation, and client quest smoke."
6109,Housing Supply Contract: Algoroc,generic_table_driven,not_retail_complete,current_quest,currency,quest_reward_currency_map.csv,289,681,Housing Supply Contract: Algoroc,Housing Supply Contract: Algoroc,5,4,Crafting Vouchers,,4564,,,474,true,7,datamapping_jabbithole_currency_reward_matched_pending_grant_smoke,Tools/DataMapping/output/quest_reward_currency_map.csv;Tools/DataMapping/map_wildstar_data.py;wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/Quest2Reward.tbl.sql;wildstar_client_mysql/CurrencyType.tbl.sql;Source/NexusForever.Game/Quest,pending,not_retail_complete,"quest_reward_currency_map.csv source_reward_id 289 maps Quest2 6109 currency reward from Jabbithole currency 5 (Crafting Vouchers) to CurrencyType 4 via Quest2Reward 4564 amount 474 fixed_reward=true. Retail completion needs fixed/choice semantics, runtime grant and persistence, reward UI presentation, and client quest smoke."
6109,Housing Supply Contract: Algoroc,generic_table_driven,not_retail_complete,current_quest,tradeskill,quest_reward_tradeskill_map.csv,22,681,Housing Supply Contract: Algoroc,Housing Supply Contract: Algoroc,6,40,Architect,,4183,,,27,true,7,datamapping_jabbithole_tradeskill_reward_matched_pending_grant_smoke,Tools/DataMapping/output/quest_reward_tradeskill_map.csv;Tools/DataMapping/map_wildstar_data.py;wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/Quest2Reward.tbl.sql;wildstar_client_mysql/Tradeskill.tbl.sql;Source/NexusForever.Game/Quest,pending,not_retail_complete,"quest_reward_tradeskill_map.csv source_reward_id 22 maps Quest2 6109 tradeskill reward from Jabbithole tradeskill 6 (Architect) to Tradeskill 40 via Quest2Reward 4183 amount 27 fixed_reward=true. Retail completion needs fixed/choice semantics, runtime grant and persistence, reward UI presentation, and client quest smoke."
6114,How Stimulating,generic_table_driven,not_retail_complete,current_quest,currency,quest_reward_currency_map.csv,515,890,How Stimulating,How Stimulating,5,4,Crafting Vouchers,,4565,,,342,true,7,datamapping_jabbithole_currency_reward_matched_pending_grant_smoke,Tools/DataMapping/output/quest_reward_currency_map.csv;Tools/DataMapping/map_wildstar_data.py;wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/Quest2Reward.tbl.sql;wildstar_client_mysql/CurrencyType.tbl.sql;Source/NexusForever.Game/Quest,pending,not_retail_complete,"quest_reward_currency_map.csv source_reward_id 515 maps Quest2 6114 currency reward from Jabbithole currency 5 (Crafting Vouchers) to CurrencyType 4 via Quest2Reward 4565 amount 342 fixed_reward=true. Retail completion needs fixed/choice semantics, runtime grant and persistence, reward UI presentation, and client quest smoke."
6114,How Stimulating,generic_table_driven,not_retail_complete,current_quest,tradeskill,quest_reward_tradeskill_map.csv,46,890,How Stimulating,How Stimulating,10,35,Technologist,,4184,,,600,true,7,datamapping_jabbithole_tradeskill_reward_matched_pending_grant_smoke,Tools/DataMapping/output/quest_reward_tradeskill_map.csv;Tools/DataMapping/map_wildstar_data.py;wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/Quest2Reward.tbl.sql;wildstar_client_mysql/Tradeskill.tbl.sql;Source/NexusForever.Game/Quest,pending,not_retail_complete,"quest_reward_tradeskill_map.csv source_reward_id 46 maps Quest2 6114 tradeskill reward from Jabbithole tradeskill 10 (Technologist) to Tradeskill 35 via Quest2Reward 4184 amount 600 fixed_reward=true. Retail completion needs fixed/choice semantics, runtime grant and persistence, reward UI presentation, and client quest smoke."
6115,Two Medishots a Day,generic_table_driven,not_retail_complete,current_quest,currency,quest_reward_currency_map.csv,513,888,Two Medishots a Day,Two Medishots a Day,5,4,Crafting Vouchers,,4566,,,513,true,7,datamapping_jabbithole_currency_reward_matched_pending_grant_smoke,Tools/DataMapping/output/quest_reward_currency_map.csv;Tools/DataMapping/map_wildstar_data.py;wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/Quest2Reward.tbl.sql;wildstar_client_mysql/CurrencyType.tbl.sql;Source/NexusForever.Game/Quest,pending,not_retail_complete,"quest_reward_currency_map.csv source_reward_id 513 maps Quest2 6115 currency reward from Jabbithole currency 5 (Crafting Vouchers) to CurrencyType 4 via Quest2Reward 4566 amount 513 fixed_reward=true. Retail completion needs fixed/choice semantics, runtime grant and persistence, reward UI presentation, and client quest smoke."
6115,Two Medishots a Day,generic_table_driven,not_retail_complete,current_quest,tradeskill,quest_reward_tradeskill_map.csv,44,888,Two Medishots a Day,Two Medishots a Day,10,35,Technologist,,4185,,,996,true,7,datamapping_jabbithole_tradeskill_reward_matched_pending_grant_smoke,Tools/DataMapping/output/quest_reward_tradeskill_map.csv;Tools/DataMapping/map_wildstar_data.py;wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/Quest2Reward.tbl.sql;wildstar_client_mysql/Tradeskill.tbl.sql;Source/NexusForever.Game/Quest,pending,not_retail_complete,"quest_reward_tradeskill_map.csv source_reward_id 44 maps Quest2 6115 tradeskill reward from Jabbithole tradeskill 10 (Technologist) to Tradeskill 35 via Quest2Reward 4185 amount 996 fixed_reward=true. Retail completion needs fixed/choice semantics, runtime grant and persistence, reward UI presentation, and client quest smoke."
6116,Shotdoctor,generic_table_driven,not_retail_complete,current_quest,currency,quest_reward_currency_map.csv,514,889,Shotdoctor,Shotdoctor,5,4,Crafting Vouchers,,4567,,,770,true,7,datamapping_jabbithole_currency_reward_matched_pending_grant_smoke,Tools/DataMapping/output/quest_reward_currency_map.csv;Tools/DataMapping/map_wildstar_data.py;wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/Quest2Reward.tbl.sql;wildstar_client_mysql/CurrencyType.tbl.sql;Source/NexusForever.Game/Quest,pending,not_retail_complete,"quest_reward_currency_map.csv source_reward_id 514 maps Quest2 6116 currency reward from Jabbithole currency 5 (Crafting Vouchers) to CurrencyType 4 via Quest2Reward 4567 amount 770 fixed_reward=true. Retail completion needs fixed/choice semantics, runtime grant and persistence, reward UI presentation, and client quest smoke."
6116,Shotdoctor,generic_table_driven,not_retail_complete,current_quest,tradeskill,quest_reward_tradeskill_map.csv,45,889,Shotdoctor,Shotdoctor,10,35,Technologist,,4186,,,1650,true,7,datamapping_jabbithole_tradeskill_reward_matched_pending_grant_smoke,Tools/DataMapping/output/quest_reward_tradeskill_map.csv;Tools/DataMapping/map_wildstar_data.py;wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/Quest2Reward.tbl.sql;wildstar_client_mysql/Tradeskill.tbl.sql;Source/NexusForever.Game/Quest,pending,not_retail_complete,"quest_reward_tradeskill_map.csv source_reward_id 45 maps Quest2 6116 tradeskill reward from Jabbithole tradeskill 10 (Technologist) to Tradeskill 35 via Quest2Reward 4186 amount 1650 fixed_reward=true. Retail completion needs fixed/choice semantics, runtime grant and persistence, reward UI presentation, and client quest smoke."
6123,Local Architecture,generic_table_driven,not_retail_complete,current_quest,currency,quest_reward_currency_map.csv,1792,2083,Local Architecture,Local Architecture,5,4,Crafting Vouchers,,4568,,,342,true,7,datamapping_jabbithole_currency_reward_matched_pending_grant_smoke,Tools/DataMapping/output/quest_reward_currency_map.csv;Tools/DataMapping/map_wildstar_data.py;wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/Quest2Reward.tbl.sql;wildstar_client_mysql/CurrencyType.tbl.sql;Source/NexusForever.Game/Quest,pending,not_retail_complete,"quest_reward_currency_map.csv source_reward_id 1792 maps Quest2 6123 currency reward from Jabbithole currency 5 (Crafting Vouchers) to CurrencyType 4 via Quest2Reward 4568 amount 342 fixed_reward=true. Retail completion needs fixed/choice semantics, runtime grant and persistence, reward UI presentation, and client quest smoke."
6123,Local Architecture,generic_table_driven,not_retail_complete,current_quest,tradeskill,quest_reward_tradeskill_map.csv,131,2083,Local Architecture,Local Architecture,14,41,Architect,,4187,,,40,true,7,datamapping_jabbithole_tradeskill_reward_matched_pending_grant_smoke,Tools/DataMapping/output/quest_reward_tradeskill_map.csv;Tools/DataMapping/map_wildstar_data.py;wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/Quest2Reward.tbl.sql;wildstar_client_mysql/Tradeskill.tbl.sql;Source/NexusForever.Game/Quest,pending,not_retail_complete,"quest_reward_tradeskill_map.csv source_reward_id 131 maps Quest2 6123 tradeskill reward from Jabbithole tradeskill 14 (Architect) to Tradeskill 41 via Quest2Reward 4187 amount 40 fixed_reward=true. Retail completion needs fixed/choice semantics, runtime grant and persistence, reward UI presentation, and client quest smoke."
6124,Crate Expectations,generic_table_driven,not_retail_complete,current_quest,currency,quest_reward_currency_map.csv,1793,2084,Crate Expectations,Crate Expectations,5,4,Crafting Vouchers,,4569,,,513,true,7,datamapping_jabbithole_currency_reward_matched_pending_grant_smoke,Tools/DataMapping/output/quest_reward_currency_map.csv;Tools/DataMapping/map_wildstar_data.py;wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/Quest2Reward.tbl.sql;wildstar_client_mysql/CurrencyType.tbl.sql;Source/NexusForever.Game/Quest,pending,not_retail_complete,"quest_reward_currency_map.csv source_reward_id 1793 maps Quest2 6124 currency reward from Jabbithole currency 5 (Crafting Vouchers) to CurrencyType 4 via Quest2Reward 4569 amount 513 fixed_reward=true. Retail completion needs fixed/choice semantics, runtime grant and persistence, reward UI presentation, and client quest smoke."
6124,Crate Expectations,generic_table_driven,not_retail_complete,current_quest,tradeskill,quest_reward_tradeskill_map.csv,132,2084,Crate Expectations,Crate Expectations,14,41,Architect,,4188,,,66,true,7,datamapping_jabbithole_tradeskill_reward_matched_pending_grant_smoke,Tools/DataMapping/output/quest_reward_tradeskill_map.csv;Tools/DataMapping/map_wildstar_data.py;wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/Quest2Reward.tbl.sql;wildstar_client_mysql/Tradeskill.tbl.sql;Source/NexusForever.Game/Quest,pending,not_retail_complete,"quest_reward_tradeskill_map.csv source_reward_id 132 maps Quest2 6124 tradeskill reward from Jabbithole tradeskill 14 (Architect) to Tradeskill 41 via Quest2Reward 4188 amount 66 fixed_reward=true. Retail completion needs fixed/choice semantics, runtime grant and persistence, reward UI presentation, and client quest smoke."
6125,Firestarter,generic_table_driven,not_retail_complete,current_quest,currency,quest_reward_currency_map.csv,1794,2085,Firestarter,Firestarter,5,4,Crafting Vouchers,,4570,,,770,true,7,datamapping_jabbithole_currency_reward_matched_pending_grant_smoke,Tools/DataMapping/output/quest_reward_currency_map.csv;Tools/DataMapping/map_wildstar_data.py;wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/Quest2Reward.tbl.sql;wildstar_client_mysql/CurrencyType.tbl.sql;Source/NexusForever.Game/Quest,pending,not_retail_complete,"quest_reward_currency_map.csv source_reward_id 1794 maps Quest2 6125 currency reward from Jabbithole currency 5 (Crafting Vouchers) to CurrencyType 4 via Quest2Reward 4570 amount 770 fixed_reward=true. Retail completion needs fixed/choice semantics, runtime grant and persistence, reward UI presentation, and client quest smoke."
6125,Firestarter,generic_table_driven,not_retail_complete,current_quest,tradeskill,quest_reward_tradeskill_map.csv,133,2085,Firestarter,Firestarter,14,41,Architect,,4189,,,110,true,7,datamapping_jabbithole_tradeskill_reward_matched_pending_grant_smoke,Tools/DataMapping/output/quest_reward_tradeskill_map.csv;Tools/DataMapping/map_wildstar_data.py;wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/Quest2Reward.tbl.sql;wildstar_client_mysql/Tradeskill.tbl.sql;Source/NexusForever.Game/Quest,pending,not_retail_complete,"quest_reward_tradeskill_map.csv source_reward_id 133 maps Quest2 6125 tradeskill reward from Jabbithole tradeskill 14 (Architect) to Tradeskill 41 via Quest2Reward 4189 amount 110 fixed_reward=true. Retail completion needs fixed/choice semantics, runtime grant and persistence, reward UI presentation, and client quest smoke."
6142,What Is Dead May Never Spy,no_objectives,not_retail_complete,current_quest,currency,quest_reward_currency_map.csv,742,1102,What Is Dead May Never Spy,What Is Dead May Never Spy,1,1,Cash,,,,,21,true,7,datamapping_jabbithole_cash_reward_inline_pending_amount_smoke,Tools/DataMapping/output/quest_reward_currency_map.csv;Tools/DataMapping/map_wildstar_data.py;wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/Quest2Reward.tbl.sql;wildstar_client_mysql/CurrencyType.tbl.sql;Source/NexusForever.Game/Quest,pending,not_retail_complete,"quest_reward_currency_map.csv source_reward_id 742 maps Quest2 6142 currency reward from Jabbithole currency 1 (Cash) to CurrencyType 1 amount 21 fixed_reward=true as an inline credits reward. Retail completion needs cash amount/formula reconciliation, runtime credit grant and persistence, reward UI presentation, and client quest smoke."
6146,The Wildvine Chronicle,no_objectives,not_retail_complete,current_quest,currency,quest_reward_currency_map.csv,17,300,The Wildvine Chronicle,The Wildvine Chronicle,1,1,Cash,,,,,1210,true,8,datamapping_jabbithole_cash_reward_inline_pending_amount_smoke,Tools/DataMapping/output/quest_reward_currency_map.csv;Tools/DataMapping/map_wildstar_data.py;wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/Quest2Reward.tbl.sql;wildstar_client_mysql/CurrencyType.tbl.sql;Source/NexusForever.Game/Quest,pending,not_retail_complete,"quest_reward_currency_map.csv source_reward_id 17 maps Quest2 6146 currency reward from Jabbithole currency 1 (Cash) to CurrencyType 1 amount 1210 fixed_reward=true as an inline credits reward. Retail completion needs cash amount/formula reconciliation, runtime credit grant and persistence, reward UI presentation, and client quest smoke."
6146,The Wildvine Chronicle,no_objectives,not_retail_complete,current_quest,item,quest_reward_item_map.csv,8256,300,The Wildvine Chronicle,The Wildvine Chronicle,971492,76672,Bearings of Resistance,Bearings of Resistance,7472,7472,canonical_reward_id_matched,1,false,8,datamapping_jabbithole_item_reward_matched_pending_choice_smoke,Tools/DataMapping/output/quest_reward_item_map.csv;Tools/DataMapping/map_wildstar_data.py;wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/Quest2Reward.tbl.sql;wildstar_client_mysql/Item2.tbl.sql;Source/NexusForever.Game/Quest,pending,not_retail_complete,"quest_reward_item_map.csv source_reward_id 8256 maps Quest2 6146 item reward from Jabbithole item 971492 (Bearings of Resistance) to Item2 76672 (Bearings of Resistance) via Quest2Reward 7472 amount 1 fixed_reward=false. Retail completion needs fixed/choice semantics, runtime grant and persistence, reward UI presentation, and client quest smoke."
6146,The Wildvine Chronicle,no_objectives,not_retail_complete,current_quest,item,quest_reward_item_map.csv,8257,300,The Wildvine Chronicle,The Wildvine Chronicle,971493,76673,Shell of Resistance,Shell of Resistance,7473,7473,canonical_reward_id_matched,1,false,8,datamapping_jabbithole_item_reward_matched_pending_choice_smoke,Tools/DataMapping/output/quest_reward_item_map.csv;Tools/DataMapping/map_wildstar_data.py;wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/Quest2Reward.tbl.sql;wildstar_client_mysql/Item2.tbl.sql;Source/NexusForever.Game/Quest,pending,not_retail_complete,"quest_reward_item_map.csv source_reward_id 8257 maps Quest2 6146 item reward from Jabbithole item 971493 (Shell of Resistance) to Item2 76673 (Shell of Resistance) via Quest2Reward 7473 amount 1 fixed_reward=false. Retail completion needs fixed/choice semantics, runtime grant and persistence, reward UI presentation, and client quest smoke."
6146,The Wildvine Chronicle,no_objectives,not_retail_complete,current_quest,reputation,quest_reward_reputation_map.csv,1392,300,The Wildvine Chronicle,The Wildvine Chronicle,8,609,The Deradune Watch,The Deradune Watch,,,,376,true,7,datamapping_jabbithole_reputation_reward_matched_pending_amount_smoke,Tools/DataMapping/output/quest_reward_reputation_map.csv;Tools/DataMapping/map_wildstar_data.py;wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/Quest2Reward.tbl.sql;wildstar_client_mysql/Faction2.tbl.sql;Source/NexusForever.Game/Quest,pending,not_retail_complete,"quest_reward_reputation_map.csv source_reward_id 1392 maps Quest2 6146 reputation reward from Jabbithole reputation 8 (The Deradune Watch) to Faction2 609 (The Deradune Watch) amount 376 fixed_reward=true. Retail completion needs fixed/choice semantics, runtime grant and persistence, reward UI presentation, and client quest smoke."
6147,Another Cubig Heist,generic_table_driven,not_retail_complete,current_quest,currency,quest_reward_currency_map.csv,1823,2102,Another Cubig Heist,Another Cubig Heist,1,1,Cash,,,,,527,true,6,datamapping_jabbithole_cash_reward_inline_pending_amount_smoke,Tools/DataMapping/output/quest_reward_currency_map.csv;Tools/DataMapping/map_wildstar_data.py;wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/Quest2Reward.tbl.sql;wildstar_client_mysql/CurrencyType.tbl.sql;Source/NexusForever.Game/Quest,pending,not_retail_complete,"quest_reward_currency_map.csv source_reward_id 1823 maps Quest2 6147 currency reward from Jabbithole currency 1 (Cash) to CurrencyType 1 amount 527 fixed_reward=true as an inline credits reward. Retail completion needs cash amount/formula reconciliation, runtime credit grant and persistence, reward UI presentation, and client quest smoke."
6147,Another Cubig Heist,generic_table_driven,not_retail_complete,current_quest,reputation,quest_reward_reputation_map.csv,1602,2102,Another Cubig Heist,Another Cubig Heist,7,916,Auroria Province,Auroria Province,,,,113,true,6,datamapping_jabbithole_reputation_reward_matched_pending_amount_smoke,Tools/DataMapping/output/quest_reward_reputation_map.csv;Tools/DataMapping/map_wildstar_data.py;wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/Quest2Reward.tbl.sql;wildstar_client_mysql/Faction2.tbl.sql;Source/NexusForever.Game/Quest,pending,not_retail_complete,"quest_reward_reputation_map.csv source_reward_id 1602 maps Quest2 6147 reputation reward from Jabbithole reputation 7 (Auroria Province) to Faction2 916 (Auroria Province) amount 113 fixed_reward=true. Retail completion needs fixed/choice semantics, runtime grant and persistence, reward UI presentation, and client quest smoke."
6148,The King's Weapon of Choice,no_objectives,not_retail_complete,current_quest,currency,quest_reward_currency_map.csv,18,301,The King's Weapon of Choice,The King's Weapon of Choice,1,1,Cash,,,,,2108,true,8,datamapping_jabbithole_cash_reward_inline_pending_amount_smoke,Tools/DataMapping/output/quest_reward_currency_map.csv;Tools/DataMapping/map_wildstar_data.py;wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/Quest2Reward.tbl.sql;wildstar_client_mysql/CurrencyType.tbl.sql;Source/NexusForever.Game/Quest,pending,not_retail_complete,"quest_reward_currency_map.csv source_reward_id 18 maps Quest2 6148 currency reward from Jabbithole currency 1 (Cash) to CurrencyType 1 amount 2108 fixed_reward=true as an inline credits reward. Retail completion needs cash amount/formula reconciliation, runtime credit grant and persistence, reward UI presentation, and client quest smoke."
6148,The King's Weapon of Choice,no_objectives,not_retail_complete,current_quest,reputation,quest_reward_reputation_map.csv,1321,301,The King's Weapon of Choice,The King's Weapon of Choice,7,916,Auroria Province,Auroria Province,,,,226,true,7,datamapping_jabbithole_reputation_reward_matched_pending_amount_smoke,Tools/DataMapping/output/quest_reward_reputation_map.csv;Tools/DataMapping/map_wildstar_data.py;wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/Quest2Reward.tbl.sql;wildstar_client_mysql/Faction2.tbl.sql;Source/NexusForever.Game/Quest,pending,not_retail_complete,"quest_reward_reputation_map.csv source_reward_id 1321 maps Quest2 6148 reputation reward from Jabbithole reputation 7 (Auroria Province) to Faction2 916 (Auroria Province) amount 226 fixed_reward=true. Retail completion needs fixed/choice semantics, runtime grant and persistence, reward UI presentation, and client quest smoke."
6149,Meet the Team,generic_table_driven,not_retail_complete,current_quest,currency,quest_reward_currency_map.csv,1593,1869,Meet the Team,Meet the Team,1,1,Cash,,,,,2131,true,7,datamapping_jabbithole_cash_reward_inline_pending_amount_smoke,Tools/DataMapping/output/quest_reward_currency_map.csv;Tools/DataMapping/map_wildstar_data.py;wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/Quest2Reward.tbl.sql;wildstar_client_mysql/CurrencyType.tbl.sql;Source/NexusForever.Game/Quest,pending,not_retail_complete,"quest_reward_currency_map.csv source_reward_id 1593 maps Quest2 6149 currency reward from Jabbithole currency 1 (Cash) to CurrencyType 1 amount 2131 fixed_reward=true as an inline credits reward. Retail completion needs cash amount/formula reconciliation, runtime credit grant and persistence, reward UI presentation, and client quest smoke."
