quest_id,quest_title,quest_bucket,quest_completion_status,quest_link_status,jabbithole_quest_objective_id,jabbithole_quest_id,jabbithole_quest_name,client_quest_name,objective_order,quest_objective_id,match_status,jabbithole_objective_text,client_objective_text,objective_type,objective_data,objective_count,quest_direction_id,world_location_0,world_location_1,world_location_2,world_location_3,last_seen_in,evidence_status,evidence_sources,manual_validation,completion_status,blocker_summary
3780,Deadstar Annihilation,generic_table_driven,not_retail_complete,current_quest,203,112,Deadstar Annihilation,Deadstar Annihilation,0,7589,matched,INVISIBLE,INVISIBLE,8,2121,1,0,9324,0,0,0,1,datamapping_jabbithole_objective_matched_pending_text_order_smoke,Tools/DataMapping/output/quest_objective_map.csv;Tools/DataMapping/map_wildstar_data.py;jabbithole_mysql/quest_objectives.sql;wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/QuestObjective.tbl.sql;Source/NexusForever.Game/Quest,pending,not_retail_complete,"Jabbithole objective 203 for Quest2 3780 objective order 0 with source text 'INVISIBLE' maps to current QuestObjective 7589 type 8 data 2121 count 1 and client text 'INVISIBLE'. Retail completion needs text/order reconciliation against the current client row, runtime trigger behavior, objective-credit ownership, and client quest smoke."
3780,Deadstar Annihilation,generic_table_driven,not_retail_complete,current_quest,204,112,Deadstar Annihilation,Deadstar Annihilation,1,5072,matched,Find and kill Lieutenant Pragg in Deadstar Ravine,Find and kill $(creature=13669) in Deadstar Ravine,2,13669,1,0,9348,0,0,0,1,datamapping_jabbithole_objective_matched_pending_text_order_smoke,Tools/DataMapping/output/quest_objective_map.csv;Tools/DataMapping/map_wildstar_data.py;jabbithole_mysql/quest_objectives.sql;wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/QuestObjective.tbl.sql;Source/NexusForever.Game/Quest,pending,not_retail_complete,"Jabbithole objective 204 for Quest2 3780 objective order 1 with source text 'Find and kill Lieutenant Pragg in Deadstar Ravine' maps to current QuestObjective 5072 type 2 data 13669 count 1 and client text 'Find and kill $(creature=13669) in Deadstar Ravine'. Retail completion needs text/order reconciliation against the current client row, runtime trigger behavior, objective-credit ownership, and client quest smoke."
3780,Deadstar Annihilation,generic_table_driven,not_retail_complete,current_quest,205,112,Deadstar Annihilation,Deadstar Annihilation,2,5054,matched,Kill Deadstar Marauders throughout Deadstar Ravine,Kill Deadstar Marauders throughout Deadstar Ravine,8,2121,6,0,9324,9325,9326,0,1,datamapping_jabbithole_objective_matched_pending_text_order_smoke,Tools/DataMapping/output/quest_objective_map.csv;Tools/DataMapping/map_wildstar_data.py;jabbithole_mysql/quest_objectives.sql;wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/QuestObjective.tbl.sql;Source/NexusForever.Game/Quest,pending,not_retail_complete,"Jabbithole objective 205 for Quest2 3780 objective order 2 with source text 'Kill Deadstar Marauders throughout Deadstar Ravine' maps to current QuestObjective 5054 type 8 data 2121 count 6 and client text 'Kill Deadstar Marauders throughout Deadstar Ravine'. Retail completion needs text/order reconciliation against the current client row, runtime trigger behavior, objective-credit ownership, and client quest smoke."
3781,Captives of the Dominion,generic_with_script,not_retail_complete,current_quest,206,113,Captives of the Dominion,Captives of the Dominion,0,4880,matched,Rescue Captive Exile Soldiers from the Dominion in Camp Icefury,Rescue $m(creature=12537) from the Dominion in Camp Icefury,5,2143,3,0,26787,0,0,0,1,datamapping_jabbithole_objective_matched_pending_text_order_smoke,Tools/DataMapping/output/quest_objective_map.csv;Tools/DataMapping/map_wildstar_data.py;jabbithole_mysql/quest_objectives.sql;wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/QuestObjective.tbl.sql;Source/NexusForever.Game/Quest,pending,not_retail_complete,"Jabbithole objective 206 for Quest2 3781 objective order 0 with source text 'Rescue Captive Exile Soldiers from the Dominion in Camp Icefury' maps to current QuestObjective 4880 type 5 data 2143 count 3 and client text 'Rescue $m(creature=12537) from the Dominion in Camp Icefury'. Retail completion needs text/order reconciliation against the current client row, runtime trigger behavior, objective-credit ownership, and client quest smoke."
3782,Dead Silence,generic_table_driven,not_retail_complete,current_quest,1594,1035,Dead Silence,Dead Silence,0,4892,matched,Investigate Jeric's Claim,Investigate Jeric's Claim,22,2283,1,0,12381,0,0,0,3,datamapping_jabbithole_objective_matched_pending_text_order_smoke,Tools/DataMapping/output/quest_objective_map.csv;Tools/DataMapping/map_wildstar_data.py;jabbithole_mysql/quest_objectives.sql;wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/QuestObjective.tbl.sql;Source/NexusForever.Game/Quest,pending,not_retail_complete,"Jabbithole objective 1594 for Quest2 3782 objective order 0 with source text 'Investigate Jeric's Claim' maps to current QuestObjective 4892 type 22 data 2283 count 1 and client text 'Investigate Jeric's Claim'. Retail completion needs text/order reconciliation against the current client row, runtime trigger behavior, objective-credit ownership, and client quest smoke."
3785,Unwelcome Guests,generic_table_driven,not_retail_complete,current_quest,208,116,Unwelcome Guests,Unwelcome Guests,0,4900,matched,Kill Dominion forces around the Crystal Shards,Kill Dominion forces around the Crystal Shards,8,2124,5,0,9403,9400,9404,9407,1,datamapping_jabbithole_objective_matched_pending_text_order_smoke,Tools/DataMapping/output/quest_objective_map.csv;Tools/DataMapping/map_wildstar_data.py;jabbithole_mysql/quest_objectives.sql;wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/QuestObjective.tbl.sql;Source/NexusForever.Game/Quest,pending,not_retail_complete,"Jabbithole objective 208 for Quest2 3785 objective order 0 with source text 'Kill Dominion forces around the Crystal Shards' maps to current QuestObjective 4900 type 8 data 2124 count 5 and client text 'Kill Dominion forces around the Crystal Shards'. Retail completion needs text/order reconciliation against the current client row, runtime trigger behavior, objective-credit ownership, and client quest smoke."
3786,Technical Difficulties,generic_table_driven,not_retail_complete,current_quest,209,117,Technical Difficulties,Technical Difficulties,0,5854,matched,Destroy Dominion Research Equipment within the Crystal Shards,Destroy $(creature=16680) within the Crystal Shards,12,16680,4,0,12396,15103,0,0,1,datamapping_jabbithole_objective_matched_pending_text_order_smoke,Tools/DataMapping/output/quest_objective_map.csv;Tools/DataMapping/map_wildstar_data.py;jabbithole_mysql/quest_objectives.sql;wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/QuestObjective.tbl.sql;Source/NexusForever.Game/Quest,pending,not_retail_complete,"Jabbithole objective 209 for Quest2 3786 objective order 0 with source text 'Destroy Dominion Research Equipment within the Crystal Shards' maps to current QuestObjective 5854 type 12 data 16680 count 4 and client text 'Destroy $(creature=16680) within the Crystal Shards'. Retail completion needs text/order reconciliation against the current client row, runtime trigger behavior, objective-credit ownership, and client quest smoke."
3792,Trapped,generic_table_driven,not_retail_complete,current_quest,731,549,Trapped,Trapped,0,4907,matched,Kill Skeech at Ganther's Claim,Kill Skeech at Ganther's Claim,8,1623,3,0,9462,0,0,0,3,datamapping_jabbithole_objective_matched_pending_text_order_smoke,Tools/DataMapping/output/quest_objective_map.csv;Tools/DataMapping/map_wildstar_data.py;jabbithole_mysql/quest_objectives.sql;wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/QuestObjective.tbl.sql;Source/NexusForever.Game/Quest,pending,not_retail_complete,"Jabbithole objective 731 for Quest2 3792 objective order 0 with source text 'Kill Skeech at Ganther's Claim' maps to current QuestObjective 4907 type 8 data 1623 count 3 and client text 'Kill Skeech at Ganther's Claim'. Retail completion needs text/order reconciliation against the current client row, runtime trigger behavior, objective-credit ownership, and client quest smoke."
3797,Securing the Area,curated_full,not_retail_complete,current_quest,732,249,Securing the Area,Securing the Area,0,4918,reviewed_match,Kill Rootbrutes and yeti outside Settler's Reach,"Kill Rootbrute Grimspores, Yeti Frostclaws, and Yeti Snowstalkers near Settler's Reach",8,1177,8,0,9181,9182,9962,0,3,datamapping_jabbithole_objective_reviewed_match_pending_client_smoke,Tools/DataMapping/output/quest_objective_map.csv;Tools/DataMapping/map_wildstar_data.py;wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/QuestObjective.tbl.sql;wildstar_client_mysql/TargetGroup.tbl.sql;wildstar_client_mysql/Creature2.tbl.sql;wildstar_client_mysql/WorldLocation2.tbl.sql;wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/QuestObjective.tbl.sql;wildstar_client_mysql/TargetGroup.tbl.sql;wildstar_client_mysql/Creature2.tbl.sql;wildstar_client_mysql/WorldLocation2.tbl.sql;wildstar_client_mysql/CommunicatorMessages.tbl.sql;Tools/DataMapping/output/creature_quest_map.csv;Tools/DataMapping/output/quest_objective_map.csv;Tools/DataMapping/output/creature_spawn_map.csv;Source/NexusForever.Script.Main/Quests/NorthernWilds/NorthernWildsMapScript.cs;Source/NexusForever.Script.Main/Quests/NorthernWilds/Q3797SecuringTheArea.cs;Source/NexusForever.Game/Quest/GlobalQuestManager.cs;Source/NexusForever.Game/Quest/Quest.cs;Source/NexusForever.Game/Quest/QuestObjective.cs;Source/NexusForever.Game/AssetManager.cs;Source/NexusForever.Game/Entity/QuestManager.cs;Source/NexusForever.Game/Entity/UnitEntity.cs;Source/NexusForever.Game.Tests/Quests/NorthernWildsBranchInteractionTests.cs;Source/NexusForever.Game.Tests/Quest/GlobalQuestManagerPartialTableTests.cs;Source/NexusForever.Game.Tests/Quest/AssetManagerTargetGroupTests.cs;Source/NexusForever.Game.Tests/Quest/QuestTests.cs,pending,not_retail_complete,"Jabbithole objective 732 text/order for Q3797 is reviewed against build 16042 QuestObjective 4918: both are the Securing the Area objective to kill Rootbrutes and yeti outside Settler's Reach, represented as KillTargetGroups data 1177 count 8 with current client target text listing Rootbrute Grimspores, Yeti Frostclaws, and Yeti Snowstalkers. NorthernWildsMapScript fallback-spawns reviewed rootbrute/yeti objective targets around indicator locations 9181, 9182, and 9962, and generic target-group expansion plus KillTargetGroups coverage credits objective 4918; retail completion still needs client combat kill smoke, exact placement/density/respawn/tap/threat behavior, type-9/non-spawned branch review, reward side effects, Q3486 prerequisite flow smoke, and end-to-end Q3797 smoke."
3886,Fiery Distraction,curated_full,not_retail_complete,current_quest,429,230,Fiery Distraction,Fiery Distraction,0,5053,reviewed_match,Grab a Burning Torch outside Coldburrow Cavern,"Grab a $(creature=13630) outside <text Link=""Location:19396"">Coldburrow Cavern</text>",12,13630,1,0,7770,0,0,0,1,datamapping_jabbithole_objective_reviewed_match_pending_client_smoke,Tools/DataMapping/output/quest_objective_map.csv;Tools/DataMapping/map_wildstar_data.py;wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/QuestObjective.tbl.sql;wildstar_client_mysql/Creature2.tbl.sql;wildstar_client_mysql/WorldLocation2.tbl.sql;wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/QuestObjective.tbl.sql;wildstar_client_mysql/TargetGroup.tbl.sql;wildstar_client_mysql/Creature2.tbl.sql;wildstar_client_mysql/WorldLocation2.tbl.sql;Tools/DataMapping/output/creature_quest_map.csv;Tools/DataMapping/output/quest_objective_map.csv;Tools/DataMapping/output/creature_spawn_map.csv;Source/NexusForever.Script.Main/Quests/NorthernWilds/NorthernWildsMapScript.cs;Source/NexusForever.Script.Main/Quests/NorthernWilds/Q3886FieryDistraction.cs;Source/NexusForever.WorldServer/Network/Message/Handler/Entity/InteractionObjectiveUpdater.cs;Source/NexusForever.Game/Spell/SpellEffectHandler.cs;Source/NexusForever.Game/Quest/Quest.cs;Source/NexusForever.Game/Quest/QuestObjective.cs;Source/NexusForever.Game.Tests/Quests/NorthernWildsBranchInteractionTests.cs;Source/NexusForever.Game.Tests/Quests/NorthernWildsQuestChainTests.cs;Source/NexusForever.Game.Tests/Entity/InteractionObjectiveUpdaterTests.cs,pending,not_retail_complete,"Jabbithole objective 429 text/order for Q3886 is reviewed against build 16042 QuestObjective 5053: both are the first Fiery Distraction objective, grabbing a Burning Torch outside Coldburrow Cavern, with SucceedCSI Creature2 13630 count 1 and indicator WorldLocation2 7770. NorthernWildsMapScript fallback-spawns four current reviewed Burning Torch 13630 placements from DataMapping source_coordinate_ids 2425, 124555, 142844, and 1585277, and generic activate-success coverage credits SucceedCSI for Creature2 13630, but retail completion still needs exact client activate/CSI packet smoke, torch phase/respawn behavior, reward UI/inventory persistence, achievement UI smoke, and end-to-end Q3886 -> Q3673 smoke."
3886,Fiery Distraction,curated_full,not_retail_complete,current_quest,430,230,Fiery Distraction,Fiery Distraction,1,5052,reviewed_match,Burn Skeech Huts outside Coldburrow Cavern,Burn $m(creature=13623) outside Coldburrow Cavern,14,1460,3,0,7770,0,0,0,1,datamapping_jabbithole_objective_reviewed_match_pending_client_smoke,Tools/DataMapping/output/quest_objective_map.csv;Tools/DataMapping/map_wildstar_data.py;wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/QuestObjective.tbl.sql;wildstar_client_mysql/TargetGroup.tbl.sql;wildstar_client_mysql/Creature2.tbl.sql;wildstar_client_mysql/WorldLocation2.tbl.sql;wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/QuestObjective.tbl.sql;wildstar_client_mysql/TargetGroup.tbl.sql;wildstar_client_mysql/Creature2.tbl.sql;wildstar_client_mysql/WorldLocation2.tbl.sql;Tools/DataMapping/output/creature_quest_map.csv;Tools/DataMapping/output/quest_objective_map.csv;Tools/DataMapping/output/creature_spawn_map.csv;Source/NexusForever.Script.Main/Quests/NorthernWilds/NorthernWildsMapScript.cs;Source/NexusForever.Script.Main/Quests/NorthernWilds/Q3886FieryDistraction.cs;Source/NexusForever.WorldServer/Network/Message/Handler/Entity/InteractionObjectiveUpdater.cs;Source/NexusForever.Game/Spell/SpellEffectHandler.cs;Source/NexusForever.Game/Quest/Quest.cs;Source/NexusForever.Game/Quest/QuestObjective.cs;Source/NexusForever.Game.Tests/Quests/NorthernWildsBranchInteractionTests.cs;Source/NexusForever.Game.Tests/Quests/NorthernWildsQuestChainTests.cs;Source/NexusForever.Game.Tests/Entity/InteractionObjectiveUpdaterTests.cs,pending,not_retail_complete,"Jabbithole objective 430 text/order for Q3886 is reviewed against build 16042 QuestObjective 5052: both are the second Fiery Distraction objective, burning Skeech Huts outside Coldburrow Cavern, with ActivateTargetGroupChecklist TargetGroup 1460 count 3 and indicator WorldLocation2 7770. NorthernWildsMapScript fallback-spawns nine current reviewed Skeech Hut 13623 placements from DataMapping source_coordinate_ids 2309, 2310, 2311, 2312, 2313, 2314, 14843, 115795, and 115796, assigning unique checklist indexes 0 through 8 so QuestObjective 5052's count 3 completes after any three distinct huts, and generic interaction plus activate-spell coverage credits ActivateTargetGroupChecklist, but retail completion still needs exact client activate/CSI packet smoke, hut visual burn/despawn/respawn behavior, reward UI/inventory persistence, achievement UI smoke, and end-to-end Q3886 -> Q3673 smoke."
3889,WANTED: Demonclaw [GROUP 2+],generic_table_driven,not_retail_complete,current_quest,330,174,WANTED: Demonclaw [GROUP 2+],WANTED: Demonclaw [GROUP 2+],0,5057,matched,Find and kill Demonclaw in Demonclaw Pass,Find and kill $(creature=13639) in Demonclaw Pass,2,13639,1,809,9728,0,0,0,1,datamapping_jabbithole_objective_matched_pending_text_order_smoke,Tools/DataMapping/output/quest_objective_map.csv;Tools/DataMapping/map_wildstar_data.py;jabbithole_mysql/quest_objectives.sql;wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/QuestObjective.tbl.sql;Source/NexusForever.Game/Quest,pending,not_retail_complete,"Jabbithole objective 330 for Quest2 3889 objective order 0 with source text 'Find and kill Demonclaw in Demonclaw Pass' maps to current QuestObjective 5057 type 2 data 13639 count 1 and client text 'Find and kill $(creature=13639) in Demonclaw Pass'. Retail completion needs text/order reconciliation against the current client row, runtime trigger behavior, objective-credit ownership, and client quest smoke."
3890,Security Upgrades,generic_table_driven,not_retail_complete,current_quest,1081,769,Security Upgrades,Security Upgrades,0,5060,matched,Upload new security programs into Security Zapper Consoles on the Cubig Farm,Upload new security programs into Security Zapper Consoles on the Cubig Farms,14,1220,3,0,9737,0,0,0,3,datamapping_jabbithole_objective_matched_pending_text_order_smoke,Tools/DataMapping/output/quest_objective_map.csv;Tools/DataMapping/map_wildstar_data.py;jabbithole_mysql/quest_objectives.sql;wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/QuestObjective.tbl.sql;Source/NexusForever.Game/Quest,pending,not_retail_complete,"Jabbithole objective 1081 for Quest2 3890 objective order 0 with source text 'Upload new security programs into Security Zapper Consoles on the Cubig Farm' maps to current QuestObjective 5060 type 14 data 1220 count 3 and client text 'Upload new security programs into Security Zapper Consoles on the Cubig Farms'. Retail completion needs text/order reconciliation against the current client row, runtime trigger behavior, objective-credit ownership, and client quest smoke."
3891,The Great Cubig Heist,generic_table_driven,not_retail_complete,current_quest,1100,775,The Great Cubig Heist,The Great Cubig Heist,0,8981,matched,Talk to the Junior Assistant Security Officer to start the test at the Cubig Farm,Talk to the $(creature=14042) to start the test at the Cubig Farms,3,14042,1,0,10242,0,0,0,3,datamapping_jabbithole_objective_matched_pending_text_order_smoke,Tools/DataMapping/output/quest_objective_map.csv;Tools/DataMapping/map_wildstar_data.py;jabbithole_mysql/quest_objectives.sql;wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/QuestObjective.tbl.sql;Source/NexusForever.Game/Quest,pending,not_retail_complete,"Jabbithole objective 1100 for Quest2 3891 objective order 0 with source text 'Talk to the Junior Assistant Security Officer to start the test at the Cubig Farm' maps to current QuestObjective 8981 type 3 data 14042 count 1 and client text 'Talk to the $(creature=14042) to start the test at the Cubig Farms'. Retail completion needs text/order reconciliation against the current client row, runtime trigger behavior, objective-credit ownership, and client quest smoke."
3891,The Great Cubig Heist,generic_table_driven,not_retail_complete,current_quest,1101,775,The Great Cubig Heist,The Great Cubig Heist,1,5062,matched,Steal and return Cubig Alpha to the Livestock Theft Prevention Analyst at the Cubig Farm,Steal and return $(creature=13664) to the $(creature=13663) at the Cubig Farms,12,13664,1,0,9765,0,0,0,3,datamapping_jabbithole_objective_matched_pending_text_order_smoke,Tools/DataMapping/output/quest_objective_map.csv;Tools/DataMapping/map_wildstar_data.py;jabbithole_mysql/quest_objectives.sql;wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/QuestObjective.tbl.sql;Source/NexusForever.Game/Quest,pending,not_retail_complete,"Jabbithole objective 1101 for Quest2 3891 objective order 1 with source text 'Steal and return Cubig Alpha to the Livestock Theft Prevention Analyst at the Cubig Farm' maps to current QuestObjective 5062 type 12 data 13664 count 1 and client text 'Steal and return $(creature=13664) to the $(creature=13663) at the Cubig Farms'. Retail completion needs text/order reconciliation against the current client row, runtime trigger behavior, objective-credit ownership, and client quest smoke."
3891,The Great Cubig Heist,generic_table_driven,not_retail_complete,current_quest,1102,775,The Great Cubig Heist,The Great Cubig Heist,2,5064,matched,Steal and return Cubig Beta to the Livestock Theft Prevention Analyst at the Cubig Farm,Steal and return $(creature=13665) to the $(creature=13663) at the Cubig Farms,12,13665,1,0,9764,0,0,0,3,datamapping_jabbithole_objective_matched_pending_text_order_smoke,Tools/DataMapping/output/quest_objective_map.csv;Tools/DataMapping/map_wildstar_data.py;jabbithole_mysql/quest_objectives.sql;wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/QuestObjective.tbl.sql;Source/NexusForever.Game/Quest,pending,not_retail_complete,"Jabbithole objective 1102 for Quest2 3891 objective order 2 with source text 'Steal and return Cubig Beta to the Livestock Theft Prevention Analyst at the Cubig Farm' maps to current QuestObjective 5064 type 12 data 13665 count 1 and client text 'Steal and return $(creature=13665) to the $(creature=13663) at the Cubig Farms'. Retail completion needs text/order reconciliation against the current client row, runtime trigger behavior, objective-credit ownership, and client quest smoke."
3891,The Great Cubig Heist,generic_table_driven,not_retail_complete,current_quest,1103,775,The Great Cubig Heist,The Great Cubig Heist,3,5066,matched,Steal and return Cubig Gamma to the Livestock Theft Prevention Analyst at the Cubig Farm,Steal and return $(creature=13666) to the $(creature=13663) at the Cubig Farms,12,13666,1,0,9763,0,0,0,3,datamapping_jabbithole_objective_matched_pending_text_order_smoke,Tools/DataMapping/output/quest_objective_map.csv;Tools/DataMapping/map_wildstar_data.py;jabbithole_mysql/quest_objectives.sql;wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/QuestObjective.tbl.sql;Source/NexusForever.Game/Quest,pending,not_retail_complete,"Jabbithole objective 1103 for Quest2 3891 objective order 3 with source text 'Steal and return Cubig Gamma to the Livestock Theft Prevention Analyst at the Cubig Farm' maps to current QuestObjective 5066 type 12 data 13666 count 1 and client text 'Steal and return $(creature=13666) to the $(creature=13663) at the Cubig Farms'. Retail completion needs text/order reconciliation against the current client row, runtime trigger behavior, objective-credit ownership, and client quest smoke."
3891,The Great Cubig Heist,generic_table_driven,not_retail_complete,current_quest,1104,775,The Great Cubig Heist,The Great Cubig Heist,4,5078,matched,Inform the Livestock Theft Prevention Analyst that his system failed at the Cubig Farm,Inform the $(creature=13663) that his system failed at the Cubig Farms,3,13663,1,0,9750,0,0,0,3,datamapping_jabbithole_objective_matched_pending_text_order_smoke,Tools/DataMapping/output/quest_objective_map.csv;Tools/DataMapping/map_wildstar_data.py;jabbithole_mysql/quest_objectives.sql;wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/QuestObjective.tbl.sql;Source/NexusForever.Game/Quest,pending,not_retail_complete,"Jabbithole objective 1104 for Quest2 3891 objective order 4 with source text 'Inform the Livestock Theft Prevention Analyst that his system failed at the Cubig Farm' maps to current QuestObjective 5078 type 3 data 13663 count 1 and client text 'Inform the $(creature=13663) that his system failed at the Cubig Farms'. Retail completion needs text/order reconciliation against the current client row, runtime trigger behavior, objective-credit ownership, and client quest smoke."
3892,DAILY: Bringing in the Harvest,generic_table_driven,not_retail_complete,current_quest,3597,2078,DAILY: Bringing in the Harvest,,0,5061,matched,Collect Bingberries using a Gravitic Destabilizer at the Bingberry Orchard,Collect Bingberries using a $(creature=25167) at the Bingberry Orchard,5,0,15,0,9353,0,0,0,4,datamapping_jabbithole_objective_matched_pending_text_order_smoke,Tools/DataMapping/output/quest_objective_map.csv;Tools/DataMapping/map_wildstar_data.py;jabbithole_mysql/quest_objectives.sql;wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/QuestObjective.tbl.sql;Source/NexusForever.Game/Quest,pending,not_retail_complete,"Jabbithole objective 3597 for Quest2 3892 objective order 0 with source text 'Collect Bingberries using a Gravitic Destabilizer at the Bingberry Orchard' maps to current QuestObjective 5061 type 5 data 0 count 15 and client text 'Collect Bingberries using a $(creature=25167) at the Bingberry Orchard'. Retail completion needs text/order reconciliation against the current client row, runtime trigger behavior, objective-credit ownership, and client quest smoke."
3892,DAILY: Bringing in the Harvest,generic_table_driven,not_retail_complete,current_quest,3598,2078,DAILY: Bringing in the Harvest,,1,14705,matched,Collect Bingberries,,32,554,15,0,0,0,0,0,4,datamapping_jabbithole_objective_matched_pending_text_order_smoke,Tools/DataMapping/output/quest_objective_map.csv;Tools/DataMapping/map_wildstar_data.py;jabbithole_mysql/quest_objectives.sql;wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/QuestObjective.tbl.sql;Source/NexusForever.Game/Quest,pending,not_retail_complete,"Jabbithole objective 3598 for Quest2 3892 objective order 1 with source text 'Collect Bingberries' maps to current QuestObjective 14705 type 32 data 554 count 15. Retail completion needs text/order reconciliation against the current client row, runtime trigger behavior, objective-credit ownership, and client quest smoke."
3896,Robo Resurrection,generic_table_driven,not_retail_complete,current_quest,2264,1411,Robo Resurrection,Robo Resurrection,0,5079,matched,Test the Freebot Energizing Apparatus on damaged Freebots around the Mozyk Aid Station,Test the Freebot Energizing Apparatus on damaged Freebots around the Mozyk Aid Station,12,26281,3,0,19553,0,0,0,3,datamapping_jabbithole_objective_matched_pending_text_order_smoke,Tools/DataMapping/output/quest_objective_map.csv;Tools/DataMapping/map_wildstar_data.py;jabbithole_mysql/quest_objectives.sql;wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/QuestObjective.tbl.sql;Source/NexusForever.Game/Quest,pending,not_retail_complete,"Jabbithole objective 2264 for Quest2 3896 objective order 0 with source text 'Test the Freebot Energizing Apparatus on damaged Freebots around the Mozyk Aid Station' maps to current QuestObjective 5079 type 12 data 26281 count 3 and client text 'Test the Freebot Energizing Apparatus on damaged Freebots around the Mozyk Aid Station'. Retail completion needs text/order reconciliation against the current client row, runtime trigger behavior, objective-credit ownership, and client quest smoke."
3900,Honey Troubles,generic_table_driven,not_retail_complete,current_quest,2728,1663,Honey Troubles,Honey Troubles,0,9224,matched,Use the borrowed speeder to travel to the Protostar Honeyworks,Use the borrowed speeder to travel to the Protostar Honeyworks,5,0,1,0,20540,0,0,0,3,datamapping_jabbithole_objective_matched_pending_text_order_smoke,Tools/DataMapping/output/quest_objective_map.csv;Tools/DataMapping/map_wildstar_data.py;jabbithole_mysql/quest_objectives.sql;wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/QuestObjective.tbl.sql;Source/NexusForever.Game/Quest,pending,not_retail_complete,"Jabbithole objective 2728 for Quest2 3900 objective order 0 with source text 'Use the borrowed speeder to travel to the Protostar Honeyworks' maps to current QuestObjective 9224 type 5 data 0 count 1 and client text 'Use the borrowed speeder to travel to the Protostar Honeyworks'. Retail completion needs text/order reconciliation against the current client row, runtime trigger behavior, objective-credit ownership, and client quest smoke."
3900,Honey Troubles,generic_table_driven,not_retail_complete,current_quest,2729,1663,Honey Troubles,Honey Troubles,1,16349,matched,Travel to the Protostar Honeyworks,Travel to the Protostar Honeyworks,22,6755,1,0,20559,0,0,0,3,datamapping_jabbithole_objective_matched_pending_text_order_smoke,Tools/DataMapping/output/quest_objective_map.csv;Tools/DataMapping/map_wildstar_data.py;jabbithole_mysql/quest_objectives.sql;wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/QuestObjective.tbl.sql;Source/NexusForever.Game/Quest,pending,not_retail_complete,"Jabbithole objective 2729 for Quest2 3900 objective order 1 with source text 'Travel to the Protostar Honeyworks' maps to current QuestObjective 16349 type 22 data 6755 count 1 and client text 'Travel to the Protostar Honeyworks'. Retail completion needs text/order reconciliation against the current client row, runtime trigger behavior, objective-credit ownership, and client quest smoke."
3901,Not Fit For Consumption,generic_table_driven,not_retail_complete,current_quest,1129,790,Not Fit For Consumption,Not Fit For Consumption,0,9034,matched,Speak with the Associate Cloning Operator at the Cubig Farm,Speak with the $(creature=26664) at the Cubig Farms,3,26664,1,0,45426,0,0,0,3,datamapping_jabbithole_objective_matched_pending_text_order_smoke,Tools/DataMapping/output/quest_objective_map.csv;Tools/DataMapping/map_wildstar_data.py;jabbithole_mysql/quest_objectives.sql;wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/QuestObjective.tbl.sql;Source/NexusForever.Game/Quest,pending,not_retail_complete,"Jabbithole objective 1129 for Quest2 3901 objective order 0 with source text 'Speak with the Associate Cloning Operator at the Cubig Farm' maps to current QuestObjective 9034 type 3 data 26664 count 1 and client text 'Speak with the $(creature=26664) at the Cubig Farms'. Retail completion needs text/order reconciliation against the current client row, runtime trigger behavior, objective-credit ownership, and client quest smoke."
