quest_id,quest_title,quest_bucket,quest_completion_status,quest_link_status,episode_quest_id,episode_id,episode_name,order_index,flags,episode_bridge_status,episode_match_status,jabbithole_episode_id,jabbithole_episode_name,client_episode_name,client_world_zone_id,client_world_zone_name,slug,episode_quests_count,enabled,last_seen_in,evidence_status,evidence_sources,manual_validation,completion_status,blocker_summary
5643,The Savior of Hycrest,generic_table_driven,not_retail_complete,current_quest,2432,468,The Hycrest Epidemic,7,0,mapped_episode,matched,80,The Hycrest Epidemic,The Hycrest Epidemic,1228,Northwestern Auroria,the-hycrest-epidemic-468,9,true,7,datamapping_episode_quest_matched_pending_order_progression_smoke,Tools/DataMapping/output/episode_quest_client_map.csv;Tools/DataMapping/output/quest_episode_map.csv;Tools/DataMapping/map_wildstar_data.py;jabbithole_mysql/quest_episodes.sql;wildstar_client_mysql/Episode.tbl.sql;wildstar_client_mysql/EpisodeQuest.tbl.sql;wildstar_client_mysql/Quest2.tbl.sql;Source/NexusForever.Game/Quest,pending,not_retail_complete,"EpisodeQuest row 2432 links Quest2 5643 order 7 flags 0 to Episode 468 (The Hycrest Epidemic) in WorldZone 1228 (Northwestern Auroria); Tools/DataMapping/output/quest_episode_map.csv maps match_status matched to Jabbithole episode 80 (The Hycrest Epidemic); slug the-hycrest-epidemic-468, episode quest count 9, enabled true, last_seen_in 7. The episode bridge is mapped, but retail completion needs runtime episode ordering/progression semantics, quest visibility and turn-in state, UI presentation, and quest-chain smoke for this row."
5822,Calling All Testers,no_objectives,not_retail_complete,current_quest,4034,469,Feralplain Testing Range,0,1,mapped_episode,matched,123,Feralplain Testing Range,Feralplain Testing Range,583,Eastern Deradune,feralplain-testing-range-469,6,true,7,datamapping_episode_quest_matched_pending_order_progression_smoke,Tools/DataMapping/output/episode_quest_client_map.csv;Tools/DataMapping/output/quest_episode_map.csv;Tools/DataMapping/map_wildstar_data.py;jabbithole_mysql/quest_episodes.sql;wildstar_client_mysql/Episode.tbl.sql;wildstar_client_mysql/EpisodeQuest.tbl.sql;wildstar_client_mysql/Quest2.tbl.sql;Source/NexusForever.Game/Quest,pending,not_retail_complete,"EpisodeQuest row 4034 links Quest2 5822 order 0 flags 1 to Episode 469 (Feralplain Testing Range) in WorldZone 583 (Eastern Deradune); Tools/DataMapping/output/quest_episode_map.csv maps match_status matched to Jabbithole episode 123 (Feralplain Testing Range); slug feralplain-testing-range-469, episode quest count 6, enabled true, last_seen_in 7. The episode bridge is mapped, but retail completion needs runtime episode ordering/progression semantics, quest visibility and turn-in state, UI presentation, and quest-chain smoke for this row."
5625,Small Modifications,generic_table_driven,not_retail_complete,current_quest,2413,469,Feralplain Testing Range,1,0,mapped_episode,matched,123,Feralplain Testing Range,Feralplain Testing Range,583,Eastern Deradune,feralplain-testing-range-469,6,true,7,datamapping_episode_quest_matched_pending_order_progression_smoke,Tools/DataMapping/output/episode_quest_client_map.csv;Tools/DataMapping/output/quest_episode_map.csv;Tools/DataMapping/map_wildstar_data.py;jabbithole_mysql/quest_episodes.sql;wildstar_client_mysql/Episode.tbl.sql;wildstar_client_mysql/EpisodeQuest.tbl.sql;wildstar_client_mysql/Quest2.tbl.sql;Source/NexusForever.Game/Quest,pending,not_retail_complete,"EpisodeQuest row 2413 links Quest2 5625 order 1 flags 0 to Episode 469 (Feralplain Testing Range) in WorldZone 583 (Eastern Deradune); Tools/DataMapping/output/quest_episode_map.csv maps match_status matched to Jabbithole episode 123 (Feralplain Testing Range); slug feralplain-testing-range-469, episode quest count 6, enabled true, last_seen_in 7. The episode bridge is mapped, but retail completion needs runtime episode ordering/progression semantics, quest visibility and turn-in state, UI presentation, and quest-chain smoke for this row."
5626,The Carnivorizor,generic_table_driven,not_retail_complete,current_quest,2414,469,Feralplain Testing Range,2,0,mapped_episode,matched,123,Feralplain Testing Range,Feralplain Testing Range,583,Eastern Deradune,feralplain-testing-range-469,6,true,7,datamapping_episode_quest_matched_pending_order_progression_smoke,Tools/DataMapping/output/episode_quest_client_map.csv;Tools/DataMapping/output/quest_episode_map.csv;Tools/DataMapping/map_wildstar_data.py;jabbithole_mysql/quest_episodes.sql;wildstar_client_mysql/Episode.tbl.sql;wildstar_client_mysql/EpisodeQuest.tbl.sql;wildstar_client_mysql/Quest2.tbl.sql;Source/NexusForever.Game/Quest,pending,not_retail_complete,"EpisodeQuest row 2414 links Quest2 5626 order 2 flags 0 to Episode 469 (Feralplain Testing Range) in WorldZone 583 (Eastern Deradune); Tools/DataMapping/output/quest_episode_map.csv maps match_status matched to Jabbithole episode 123 (Feralplain Testing Range); slug feralplain-testing-range-469, episode quest count 6, enabled true, last_seen_in 7. The episode bridge is mapped, but retail completion needs runtime episode ordering/progression semantics, quest visibility and turn-in state, UI presentation, and quest-chain smoke for this row."
5627,Rogue Razortails,generic_table_driven,not_retail_complete,current_quest,2415,469,Feralplain Testing Range,3,0,mapped_episode,matched,123,Feralplain Testing Range,Feralplain Testing Range,583,Eastern Deradune,feralplain-testing-range-469,6,true,7,datamapping_episode_quest_matched_pending_order_progression_smoke,Tools/DataMapping/output/episode_quest_client_map.csv;Tools/DataMapping/output/quest_episode_map.csv;Tools/DataMapping/map_wildstar_data.py;jabbithole_mysql/quest_episodes.sql;wildstar_client_mysql/Episode.tbl.sql;wildstar_client_mysql/EpisodeQuest.tbl.sql;wildstar_client_mysql/Quest2.tbl.sql;Source/NexusForever.Game/Quest,pending,not_retail_complete,"EpisodeQuest row 2415 links Quest2 5627 order 3 flags 0 to Episode 469 (Feralplain Testing Range) in WorldZone 583 (Eastern Deradune); Tools/DataMapping/output/quest_episode_map.csv maps match_status matched to Jabbithole episode 123 (Feralplain Testing Range); slug feralplain-testing-range-469, episode quest count 6, enabled true, last_seen_in 7. The episode bridge is mapped, but retail completion needs runtime episode ordering/progression semantics, quest visibility and turn-in state, UI presentation, and quest-chain smoke for this row."
5628,Huge Success!,generic_table_driven,not_retail_complete,current_quest,2416,469,Feralplain Testing Range,4,0,mapped_episode,matched,123,Feralplain Testing Range,Feralplain Testing Range,583,Eastern Deradune,feralplain-testing-range-469,6,true,7,datamapping_episode_quest_matched_pending_order_progression_smoke,Tools/DataMapping/output/episode_quest_client_map.csv;Tools/DataMapping/output/quest_episode_map.csv;Tools/DataMapping/map_wildstar_data.py;jabbithole_mysql/quest_episodes.sql;wildstar_client_mysql/Episode.tbl.sql;wildstar_client_mysql/EpisodeQuest.tbl.sql;wildstar_client_mysql/Quest2.tbl.sql;Source/NexusForever.Game/Quest,pending,not_retail_complete,"EpisodeQuest row 2416 links Quest2 5628 order 4 flags 0 to Episode 469 (Feralplain Testing Range) in WorldZone 583 (Eastern Deradune); Tools/DataMapping/output/quest_episode_map.csv maps match_status matched to Jabbithole episode 123 (Feralplain Testing Range); slug feralplain-testing-range-469, episode quest count 6, enabled true, last_seen_in 7. The episode bridge is mapped, but retail completion needs runtime episode ordering/progression semantics, quest visibility and turn-in state, UI presentation, and quest-chain smoke for this row."
5692,Terminite Containment,no_objectives,not_retail_complete,current_quest,2472,471,Terminite Infestation,1,1,mapped_episode,matched,106,Terminite Infestation,Terminite Infestation,583,Eastern Deradune,terminite-infestation-471,6,true,7,datamapping_episode_quest_matched_pending_order_progression_smoke,Tools/DataMapping/output/episode_quest_client_map.csv;Tools/DataMapping/output/quest_episode_map.csv;Tools/DataMapping/map_wildstar_data.py;jabbithole_mysql/quest_episodes.sql;wildstar_client_mysql/Episode.tbl.sql;wildstar_client_mysql/EpisodeQuest.tbl.sql;wildstar_client_mysql/Quest2.tbl.sql;Source/NexusForever.Game/Quest,pending,not_retail_complete,"EpisodeQuest row 2472 links Quest2 5692 order 1 flags 1 to Episode 471 (Terminite Infestation) in WorldZone 583 (Eastern Deradune); Tools/DataMapping/output/quest_episode_map.csv maps match_status matched to Jabbithole episode 106 (Terminite Infestation); slug terminite-infestation-471, episode quest count 6, enabled true, last_seen_in 7. The episode bridge is mapped, but retail completion needs runtime episode ordering/progression semantics, quest visibility and turn-in state, UI presentation, and quest-chain smoke for this row."
5693,Into the Lab Below,generic_table_driven,not_retail_complete,current_quest,2468,471,Terminite Infestation,2,0,mapped_episode,matched,106,Terminite Infestation,Terminite Infestation,583,Eastern Deradune,terminite-infestation-471,6,true,7,datamapping_episode_quest_matched_pending_order_progression_smoke,Tools/DataMapping/output/episode_quest_client_map.csv;Tools/DataMapping/output/quest_episode_map.csv;Tools/DataMapping/map_wildstar_data.py;jabbithole_mysql/quest_episodes.sql;wildstar_client_mysql/Episode.tbl.sql;wildstar_client_mysql/EpisodeQuest.tbl.sql;wildstar_client_mysql/Quest2.tbl.sql;Source/NexusForever.Game/Quest,pending,not_retail_complete,"EpisodeQuest row 2468 links Quest2 5693 order 2 flags 0 to Episode 471 (Terminite Infestation) in WorldZone 583 (Eastern Deradune); Tools/DataMapping/output/quest_episode_map.csv maps match_status matched to Jabbithole episode 106 (Terminite Infestation); slug terminite-infestation-471, episode quest count 6, enabled true, last_seen_in 7. The episode bridge is mapped, but retail completion needs runtime episode ordering/progression semantics, quest visibility and turn-in state, UI presentation, and quest-chain smoke for this row."
5694,Fragments of the Past,generic_table_driven,not_retail_complete,current_quest,2469,471,Terminite Infestation,3,0,mapped_episode,matched,106,Terminite Infestation,Terminite Infestation,583,Eastern Deradune,terminite-infestation-471,6,true,7,datamapping_episode_quest_matched_pending_order_progression_smoke,Tools/DataMapping/output/episode_quest_client_map.csv;Tools/DataMapping/output/quest_episode_map.csv;Tools/DataMapping/map_wildstar_data.py;jabbithole_mysql/quest_episodes.sql;wildstar_client_mysql/Episode.tbl.sql;wildstar_client_mysql/EpisodeQuest.tbl.sql;wildstar_client_mysql/Quest2.tbl.sql;Source/NexusForever.Game/Quest,pending,not_retail_complete,"EpisodeQuest row 2469 links Quest2 5694 order 3 flags 0 to Episode 471 (Terminite Infestation) in WorldZone 583 (Eastern Deradune); Tools/DataMapping/output/quest_episode_map.csv maps match_status matched to Jabbithole episode 106 (Terminite Infestation); slug terminite-infestation-471, episode quest count 6, enabled true, last_seen_in 7. The episode bridge is mapped, but retail completion needs runtime episode ordering/progression semantics, quest visibility and turn-in state, UI presentation, and quest-chain smoke for this row."
5695,Powering the Fail-Safe,generic_table_driven,not_retail_complete,current_quest,2470,471,Terminite Infestation,4,0,mapped_episode,matched,106,Terminite Infestation,Terminite Infestation,583,Eastern Deradune,terminite-infestation-471,6,true,7,datamapping_episode_quest_matched_pending_order_progression_smoke,Tools/DataMapping/output/episode_quest_client_map.csv;Tools/DataMapping/output/quest_episode_map.csv;Tools/DataMapping/map_wildstar_data.py;jabbithole_mysql/quest_episodes.sql;wildstar_client_mysql/Episode.tbl.sql;wildstar_client_mysql/EpisodeQuest.tbl.sql;wildstar_client_mysql/Quest2.tbl.sql;Source/NexusForever.Game/Quest,pending,not_retail_complete,"EpisodeQuest row 2470 links Quest2 5695 order 4 flags 0 to Episode 471 (Terminite Infestation) in WorldZone 583 (Eastern Deradune); Tools/DataMapping/output/quest_episode_map.csv maps match_status matched to Jabbithole episode 106 (Terminite Infestation); slug terminite-infestation-471, episode quest count 6, enabled true, last_seen_in 7. The episode bridge is mapped, but retail completion needs runtime episode ordering/progression semantics, quest visibility and turn-in state, UI presentation, and quest-chain smoke for this row."
5696,Terminated!,generic_table_driven,not_retail_complete,current_quest,2471,471,Terminite Infestation,5,0,mapped_episode,matched,106,Terminite Infestation,Terminite Infestation,583,Eastern Deradune,terminite-infestation-471,6,true,7,datamapping_episode_quest_matched_pending_order_progression_smoke,Tools/DataMapping/output/episode_quest_client_map.csv;Tools/DataMapping/output/quest_episode_map.csv;Tools/DataMapping/map_wildstar_data.py;jabbithole_mysql/quest_episodes.sql;wildstar_client_mysql/Episode.tbl.sql;wildstar_client_mysql/EpisodeQuest.tbl.sql;wildstar_client_mysql/Quest2.tbl.sql;Source/NexusForever.Game/Quest,pending,not_retail_complete,"EpisodeQuest row 2471 links Quest2 5696 order 5 flags 0 to Episode 471 (Terminite Infestation) in WorldZone 583 (Eastern Deradune); Tools/DataMapping/output/quest_episode_map.csv maps match_status matched to Jabbithole episode 106 (Terminite Infestation); slug terminite-infestation-471, episode quest count 6, enabled true, last_seen_in 7. The episode bridge is mapped, but retail completion needs runtime episode ordering/progression semantics, quest visibility and turn-in state, UI presentation, and quest-chain smoke for this row."
5714,Turn Up the Heat,generic_table_driven,not_retail_complete,current_quest,2479,471,Terminite Infestation,6,0,mapped_episode,matched,106,Terminite Infestation,Terminite Infestation,583,Eastern Deradune,terminite-infestation-471,6,true,7,datamapping_episode_quest_matched_pending_order_progression_smoke,Tools/DataMapping/output/episode_quest_client_map.csv;Tools/DataMapping/output/quest_episode_map.csv;Tools/DataMapping/map_wildstar_data.py;jabbithole_mysql/quest_episodes.sql;wildstar_client_mysql/Episode.tbl.sql;wildstar_client_mysql/EpisodeQuest.tbl.sql;wildstar_client_mysql/Quest2.tbl.sql;Source/NexusForever.Game/Quest,pending,not_retail_complete,"EpisodeQuest row 2479 links Quest2 5714 order 6 flags 0 to Episode 471 (Terminite Infestation) in WorldZone 583 (Eastern Deradune); Tools/DataMapping/output/quest_episode_map.csv maps match_status matched to Jabbithole episode 106 (Terminite Infestation); slug terminite-infestation-471, episode quest count 6, enabled true, last_seen_in 7. The episode bridge is mapped, but retail completion needs runtime episode ordering/progression semantics, quest visibility and turn-in state, UI presentation, and quest-chain smoke for this row."
5529,Priorities,generic_table_driven,not_retail_complete,current_quest,3712,473,The Terraformer Apocalypse,0,1,mapped_episode,matched,34,The Terraformer Apocalypse,The Terraformer Apocalypse,143,Central Whitevale,the-terraformer-apocalypse-473,7,true,7,datamapping_episode_quest_matched_pending_order_progression_smoke,Tools/DataMapping/output/episode_quest_client_map.csv;Tools/DataMapping/output/quest_episode_map.csv;Tools/DataMapping/map_wildstar_data.py;jabbithole_mysql/quest_episodes.sql;wildstar_client_mysql/Episode.tbl.sql;wildstar_client_mysql/EpisodeQuest.tbl.sql;wildstar_client_mysql/Quest2.tbl.sql;Source/NexusForever.Game/Quest,pending,not_retail_complete,"EpisodeQuest row 3712 links Quest2 5529 order 0 flags 1 to Episode 473 (The Terraformer Apocalypse) in WorldZone 143 (Central Whitevale); Tools/DataMapping/output/quest_episode_map.csv maps match_status matched to Jabbithole episode 34 (The Terraformer Apocalypse); slug the-terraformer-apocalypse-473, episode quest count 7, enabled true, last_seen_in 7. The episode bridge is mapped, but retail completion needs runtime episode ordering/progression semantics, quest visibility and turn-in state, UI presentation, and quest-chain smoke for this row."
5530,No Man Left For Dead,generic_table_driven,not_retail_complete,current_quest,2438,473,The Terraformer Apocalypse,1,0,mapped_episode,matched,34,The Terraformer Apocalypse,The Terraformer Apocalypse,143,Central Whitevale,the-terraformer-apocalypse-473,7,true,7,datamapping_episode_quest_matched_pending_order_progression_smoke,Tools/DataMapping/output/episode_quest_client_map.csv;Tools/DataMapping/output/quest_episode_map.csv;Tools/DataMapping/map_wildstar_data.py;jabbithole_mysql/quest_episodes.sql;wildstar_client_mysql/Episode.tbl.sql;wildstar_client_mysql/EpisodeQuest.tbl.sql;wildstar_client_mysql/Quest2.tbl.sql;Source/NexusForever.Game/Quest,pending,not_retail_complete,"EpisodeQuest row 2438 links Quest2 5530 order 1 flags 0 to Episode 473 (The Terraformer Apocalypse) in WorldZone 143 (Central Whitevale); Tools/DataMapping/output/quest_episode_map.csv maps match_status matched to Jabbithole episode 34 (The Terraformer Apocalypse); slug the-terraformer-apocalypse-473, episode quest count 7, enabled true, last_seen_in 7. The episode bridge is mapped, but retail completion needs runtime episode ordering/progression semantics, quest visibility and turn-in state, UI presentation, and quest-chain smoke for this row."
5531,Extra Crispy,generic_table_driven,not_retail_complete,current_quest,2439,473,The Terraformer Apocalypse,2,0,mapped_episode,matched,34,The Terraformer Apocalypse,The Terraformer Apocalypse,143,Central Whitevale,the-terraformer-apocalypse-473,7,true,7,datamapping_episode_quest_matched_pending_order_progression_smoke,Tools/DataMapping/output/episode_quest_client_map.csv;Tools/DataMapping/output/quest_episode_map.csv;Tools/DataMapping/map_wildstar_data.py;jabbithole_mysql/quest_episodes.sql;wildstar_client_mysql/Episode.tbl.sql;wildstar_client_mysql/EpisodeQuest.tbl.sql;wildstar_client_mysql/Quest2.tbl.sql;Source/NexusForever.Game/Quest,pending,not_retail_complete,"EpisodeQuest row 2439 links Quest2 5531 order 2 flags 0 to Episode 473 (The Terraformer Apocalypse) in WorldZone 143 (Central Whitevale); Tools/DataMapping/output/quest_episode_map.csv maps match_status matched to Jabbithole episode 34 (The Terraformer Apocalypse); slug the-terraformer-apocalypse-473, episode quest count 7, enabled true, last_seen_in 7. The episode bridge is mapped, but retail completion needs runtime episode ordering/progression semantics, quest visibility and turn-in state, UI presentation, and quest-chain smoke for this row."
5532,"If You Can't Beat Them, Blow Them Up",generic_table_driven,not_retail_complete,current_quest,2440,473,The Terraformer Apocalypse,3,0,mapped_episode,matched,34,The Terraformer Apocalypse,The Terraformer Apocalypse,143,Central Whitevale,the-terraformer-apocalypse-473,7,true,7,datamapping_episode_quest_matched_pending_order_progression_smoke,Tools/DataMapping/output/episode_quest_client_map.csv;Tools/DataMapping/output/quest_episode_map.csv;Tools/DataMapping/map_wildstar_data.py;jabbithole_mysql/quest_episodes.sql;wildstar_client_mysql/Episode.tbl.sql;wildstar_client_mysql/EpisodeQuest.tbl.sql;wildstar_client_mysql/Quest2.tbl.sql;Source/NexusForever.Game/Quest,pending,not_retail_complete,"EpisodeQuest row 2440 links Quest2 5532 order 3 flags 0 to Episode 473 (The Terraformer Apocalypse) in WorldZone 143 (Central Whitevale); Tools/DataMapping/output/quest_episode_map.csv maps match_status matched to Jabbithole episode 34 (The Terraformer Apocalypse); slug the-terraformer-apocalypse-473, episode quest count 7, enabled true, last_seen_in 7. The episode bridge is mapped, but retail completion needs runtime episode ordering/progression semantics, quest visibility and turn-in state, UI presentation, and quest-chain smoke for this row."
5689,Datachrons of the Departed,generic_table_driven,not_retail_complete,current_quest,3047,473,The Terraformer Apocalypse,4,0,mapped_episode,matched,34,The Terraformer Apocalypse,The Terraformer Apocalypse,143,Central Whitevale,the-terraformer-apocalypse-473,7,true,7,datamapping_episode_quest_matched_pending_order_progression_smoke,Tools/DataMapping/output/episode_quest_client_map.csv;Tools/DataMapping/output/quest_episode_map.csv;Tools/DataMapping/map_wildstar_data.py;jabbithole_mysql/quest_episodes.sql;wildstar_client_mysql/Episode.tbl.sql;wildstar_client_mysql/EpisodeQuest.tbl.sql;wildstar_client_mysql/Quest2.tbl.sql;Source/NexusForever.Game/Quest,pending,not_retail_complete,"EpisodeQuest row 3047 links Quest2 5689 order 4 flags 0 to Episode 473 (The Terraformer Apocalypse) in WorldZone 143 (Central Whitevale); Tools/DataMapping/output/quest_episode_map.csv maps match_status matched to Jabbithole episode 34 (The Terraformer Apocalypse); slug the-terraformer-apocalypse-473, episode quest count 7, enabled true, last_seen_in 7. The episode bridge is mapped, but retail completion needs runtime episode ordering/progression semantics, quest visibility and turn-in state, UI presentation, and quest-chain smoke for this row."
5707,Mutually Assured Destruction,generic_table_driven,not_retail_complete,current_quest,3046,473,The Terraformer Apocalypse,5,0,mapped_episode,matched,34,The Terraformer Apocalypse,The Terraformer Apocalypse,143,Central Whitevale,the-terraformer-apocalypse-473,7,true,7,datamapping_episode_quest_matched_pending_order_progression_smoke,Tools/DataMapping/output/episode_quest_client_map.csv;Tools/DataMapping/output/quest_episode_map.csv;Tools/DataMapping/map_wildstar_data.py;jabbithole_mysql/quest_episodes.sql;wildstar_client_mysql/Episode.tbl.sql;wildstar_client_mysql/EpisodeQuest.tbl.sql;wildstar_client_mysql/Quest2.tbl.sql;Source/NexusForever.Game/Quest,pending,not_retail_complete,"EpisodeQuest row 3046 links Quest2 5707 order 5 flags 0 to Episode 473 (The Terraformer Apocalypse) in WorldZone 143 (Central Whitevale); Tools/DataMapping/output/quest_episode_map.csv maps match_status matched to Jabbithole episode 34 (The Terraformer Apocalypse); slug the-terraformer-apocalypse-473, episode quest count 7, enabled true, last_seen_in 7. The episode bridge is mapped, but retail completion needs runtime episode ordering/progression semantics, quest visibility and turn-in state, UI presentation, and quest-chain smoke for this row."
5655,Here They Come,generic_table_driven,not_retail_complete,current_quest,2447,473,The Terraformer Apocalypse,6,0,mapped_episode,matched,34,The Terraformer Apocalypse,The Terraformer Apocalypse,143,Central Whitevale,the-terraformer-apocalypse-473,7,true,7,datamapping_episode_quest_matched_pending_order_progression_smoke,Tools/DataMapping/output/episode_quest_client_map.csv;Tools/DataMapping/output/quest_episode_map.csv;Tools/DataMapping/map_wildstar_data.py;jabbithole_mysql/quest_episodes.sql;wildstar_client_mysql/Episode.tbl.sql;wildstar_client_mysql/EpisodeQuest.tbl.sql;wildstar_client_mysql/Quest2.tbl.sql;Source/NexusForever.Game/Quest,pending,not_retail_complete,"EpisodeQuest row 2447 links Quest2 5655 order 6 flags 0 to Episode 473 (The Terraformer Apocalypse) in WorldZone 143 (Central Whitevale); Tools/DataMapping/output/quest_episode_map.csv maps match_status matched to Jabbithole episode 34 (The Terraformer Apocalypse); slug the-terraformer-apocalypse-473, episode quest count 7, enabled true, last_seen_in 7. The episode bridge is mapped, but retail completion needs runtime episode ordering/progression semantics, quest visibility and turn-in state, UI presentation, and quest-chain smoke for this row."
5647,Report to the Gates,no_objectives,not_retail_complete,current_quest,2997,474,Stemming the Tide,0,1,mapped_episode,matched,74,Stemming the Tide,Stemming the Tide,1228,Northwestern Auroria,stemming-the-tide-474,8,true,7,datamapping_episode_quest_matched_pending_order_progression_smoke,Tools/DataMapping/output/episode_quest_client_map.csv;Tools/DataMapping/output/quest_episode_map.csv;Tools/DataMapping/map_wildstar_data.py;jabbithole_mysql/quest_episodes.sql;wildstar_client_mysql/Episode.tbl.sql;wildstar_client_mysql/EpisodeQuest.tbl.sql;wildstar_client_mysql/Quest2.tbl.sql;Source/NexusForever.Game/Quest,pending,not_retail_complete,"EpisodeQuest row 2997 links Quest2 5647 order 0 flags 1 to Episode 474 (Stemming the Tide) in WorldZone 1228 (Northwestern Auroria); Tools/DataMapping/output/quest_episode_map.csv maps match_status matched to Jabbithole episode 74 (Stemming the Tide); slug stemming-the-tide-474, episode quest count 8, enabled true, last_seen_in 7. The episode bridge is mapped, but retail completion needs runtime episode ordering/progression semantics, quest visibility and turn-in state, UI presentation, and quest-chain smoke for this row."
5646,Quarantine,generic_table_driven,not_retail_complete,current_quest,2441,474,Stemming the Tide,1,0,mapped_episode,matched,74,Stemming the Tide,Stemming the Tide,1228,Northwestern Auroria,stemming-the-tide-474,8,true,7,datamapping_episode_quest_matched_pending_order_progression_smoke,Tools/DataMapping/output/episode_quest_client_map.csv;Tools/DataMapping/output/quest_episode_map.csv;Tools/DataMapping/map_wildstar_data.py;jabbithole_mysql/quest_episodes.sql;wildstar_client_mysql/Episode.tbl.sql;wildstar_client_mysql/EpisodeQuest.tbl.sql;wildstar_client_mysql/Quest2.tbl.sql;Source/NexusForever.Game/Quest,pending,not_retail_complete,"EpisodeQuest row 2441 links Quest2 5646 order 1 flags 0 to Episode 474 (Stemming the Tide) in WorldZone 1228 (Northwestern Auroria); Tools/DataMapping/output/quest_episode_map.csv maps match_status matched to Jabbithole episode 74 (Stemming the Tide); slug stemming-the-tide-474, episode quest count 8, enabled true, last_seen_in 7. The episode bridge is mapped, but retail completion needs runtime episode ordering/progression semantics, quest visibility and turn-in state, UI presentation, and quest-chain smoke for this row."
2599,Emergency Broadcast,generic_table_driven,not_retail_complete,current_quest,2442,474,Stemming the Tide,2,0,mapped_episode,matched,74,Stemming the Tide,Stemming the Tide,1228,Northwestern Auroria,stemming-the-tide-474,8,true,7,datamapping_episode_quest_matched_pending_order_progression_smoke,Tools/DataMapping/output/episode_quest_client_map.csv;Tools/DataMapping/output/quest_episode_map.csv;Tools/DataMapping/map_wildstar_data.py;jabbithole_mysql/quest_episodes.sql;wildstar_client_mysql/Episode.tbl.sql;wildstar_client_mysql/EpisodeQuest.tbl.sql;wildstar_client_mysql/Quest2.tbl.sql;Source/NexusForever.Game/Quest,pending,not_retail_complete,"EpisodeQuest row 2442 links Quest2 2599 order 2 flags 0 to Episode 474 (Stemming the Tide) in WorldZone 1228 (Northwestern Auroria); Tools/DataMapping/output/quest_episode_map.csv maps match_status matched to Jabbithole episode 74 (Stemming the Tide); slug stemming-the-tide-474, episode quest count 8, enabled true, last_seen_in 7. The episode bridge is mapped, but retail completion needs runtime episode ordering/progression semantics, quest visibility and turn-in state, UI presentation, and quest-chain smoke for this row."
5648,Carrier Eradication,generic_table_driven,not_retail_complete,current_quest,2443,474,Stemming the Tide,3,0,mapped_episode,matched,74,Stemming the Tide,Stemming the Tide,1228,Northwestern Auroria,stemming-the-tide-474,8,true,7,datamapping_episode_quest_matched_pending_order_progression_smoke,Tools/DataMapping/output/episode_quest_client_map.csv;Tools/DataMapping/output/quest_episode_map.csv;Tools/DataMapping/map_wildstar_data.py;jabbithole_mysql/quest_episodes.sql;wildstar_client_mysql/Episode.tbl.sql;wildstar_client_mysql/EpisodeQuest.tbl.sql;wildstar_client_mysql/Quest2.tbl.sql;Source/NexusForever.Game/Quest,pending,not_retail_complete,"EpisodeQuest row 2443 links Quest2 5648 order 3 flags 0 to Episode 474 (Stemming the Tide) in WorldZone 1228 (Northwestern Auroria); Tools/DataMapping/output/quest_episode_map.csv maps match_status matched to Jabbithole episode 74 (Stemming the Tide); slug stemming-the-tide-474, episode quest count 8, enabled true, last_seen_in 7. The episode bridge is mapped, but retail completion needs runtime episode ordering/progression semantics, quest visibility and turn-in state, UI presentation, and quest-chain smoke for this row."
5658,Consumer Beware,generic_table_driven,not_retail_complete,current_quest,2448,474,Stemming the Tide,4,0,mapped_episode,matched,74,Stemming the Tide,Stemming the Tide,1228,Northwestern Auroria,stemming-the-tide-474,8,true,7,datamapping_episode_quest_matched_pending_order_progression_smoke,Tools/DataMapping/output/episode_quest_client_map.csv;Tools/DataMapping/output/quest_episode_map.csv;Tools/DataMapping/map_wildstar_data.py;jabbithole_mysql/quest_episodes.sql;wildstar_client_mysql/Episode.tbl.sql;wildstar_client_mysql/EpisodeQuest.tbl.sql;wildstar_client_mysql/Quest2.tbl.sql;Source/NexusForever.Game/Quest,pending,not_retail_complete,"EpisodeQuest row 2448 links Quest2 5658 order 4 flags 0 to Episode 474 (Stemming the Tide) in WorldZone 1228 (Northwestern Auroria); Tools/DataMapping/output/quest_episode_map.csv maps match_status matched to Jabbithole episode 74 (Stemming the Tide); slug stemming-the-tide-474, episode quest count 8, enabled true, last_seen_in 7. The episode bridge is mapped, but retail completion needs runtime episode ordering/progression semantics, quest visibility and turn-in state, UI presentation, and quest-chain smoke for this row."
5649,Stopping the Spread,generic_table_driven,not_retail_complete,current_quest,2445,474,Stemming the Tide,5,0,mapped_episode,matched,74,Stemming the Tide,Stemming the Tide,1228,Northwestern Auroria,stemming-the-tide-474,8,true,7,datamapping_episode_quest_matched_pending_order_progression_smoke,Tools/DataMapping/output/episode_quest_client_map.csv;Tools/DataMapping/output/quest_episode_map.csv;Tools/DataMapping/map_wildstar_data.py;jabbithole_mysql/quest_episodes.sql;wildstar_client_mysql/Episode.tbl.sql;wildstar_client_mysql/EpisodeQuest.tbl.sql;wildstar_client_mysql/Quest2.tbl.sql;Source/NexusForever.Game/Quest,pending,not_retail_complete,"EpisodeQuest row 2445 links Quest2 5649 order 5 flags 0 to Episode 474 (Stemming the Tide) in WorldZone 1228 (Northwestern Auroria); Tools/DataMapping/output/quest_episode_map.csv maps match_status matched to Jabbithole episode 74 (Stemming the Tide); slug stemming-the-tide-474, episode quest count 8, enabled true, last_seen_in 7. The episode bridge is mapped, but retail completion needs runtime episode ordering/progression semantics, quest visibility and turn-in state, UI presentation, and quest-chain smoke for this row."
